unit,defense,economicdevelopment,socialstability,democracy,corruption,incomeinequality,environment,ranking,treat,historical,powerful,valuable,island,age,income,han,male,eastern,central,rural,college,soe,ccp,socialstatus,news
471,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,31,4,1,0,1,0,0,1,1,1,8,3
472,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,31,3,1,0,0,0,1,1,0,1,5,2
473,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,33,3,1,0,1,0,0,1,0,0,5,2
474,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,26,2,1,1,1,0,1,1,1,1,5,4
475,3,NA,NA,NA,NA,NA,NA,3------,5,1,0,1,0,65,3,1,1,1,0,0,0,1,0,6,3
476,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,25,3,1,1,1,0,0,0,0,0,5,2
477,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,41,3,1,0,1,0,0,0,0,0,5,3
478,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,38,2,1,1,0,0,0,1,0,0,4,3
479,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,32,4,1,0,1,0,0,1,0,0,5,3
480,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,40,6,1,1,1,0,0,1,0,0,6,3
481,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,49,4,1,1,1,0,0,0,1,0,5,3
482,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,30,5,1,1,1,0,0,1,0,0,7,3
483,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,37,6,1,1,1,0,0,1,0,1,7,3
484,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,25,5,1,0,1,0,0,0,0,0,8,4
485,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,35,4,1,1,0,1,0,0,0,0,6,1
486,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,30,2,1,0,1,0,0,1,0,1,6,2
487,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,41,7,1,0,1,0,1,1,0,0,9,3
488,4,NA,NA,NA,NA,NA,NA,4------,15,1,1,1,1,34,6,1,0,1,0,0,1,0,0,7,4
489,2,NA,NA,NA,NA,NA,NA,2------,10,0,1,0,1,40,6,1,1,1,0,0,1,1,0,5,3
490,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,27,3,1,0,1,0,1,1,0,0,7,3
491,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,35,5,1,1,0,1,0,0,0,0,6,3
492,1,NA,NA,NA,NA,NA,NA,1------,11,1,1,0,1,40,2,1,0,1,0,0,0,0,0,4,2
493,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,31,1,1,0,1,0,0,0,0,0,0,3
494,5,NA,NA,NA,NA,NA,NA,5------,5,1,0,1,0,63,7,1,1,0,0,0,1,0,0,7,4
495,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,44,6,1,0,1,0,0,1,0,1,6,3
496,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,25,3,1,0,0,1,0,1,1,0,2,3
497,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,18,NA,1,1,1,0,0,0,0,0,5,3
498,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,42,2,1,0,1,0,0,1,1,0,1,3
499,2,NA,NA,NA,NA,NA,NA,2------,14,0,1,1,1,41,1,1,0,1,0,0,1,0,0,1,2
500,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,28,4,1,0,1,0,0,0,0,0,4,4
501,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,40,3,1,1,1,0,0,1,1,0,9,4
502,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,39,5,1,1,1,0,0,1,1,0,6,3
503,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,54,4,1,0,1,0,0,0,1,0,2,2
504,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,38,3,1,0,1,0,0,1,1,0,5,2
505,6,NA,NA,NA,NA,NA,NA,6------,5,1,0,1,0,35,7,1,1,1,0,0,1,0,0,4,3
506,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,37,1,1,1,1,0,0,0,0,0,3,3
507,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,39,4,1,0,1,0,0,0,0,0,4,3
508,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,45,3,1,1,0,1,1,0,1,0,4,3
509,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,35,4,1,1,1,0,0,0,0,1,6,3
510,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,29,6,1,0,1,0,0,0,0,0,9,1
511,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,28,3,1,1,0,0,1,1,1,1,5,3
512,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,52,3,1,1,1,0,0,1,1,1,5,4
513,3,NA,NA,NA,NA,NA,NA,3------,13,1,0,1,1,31,5,1,1,1,0,0,1,0,0,7,3
514,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,22,3,1,1,0,1,0,1,0,0,6,3
515,1,NA,NA,NA,NA,NA,NA,1------,2,0,1,0,0,41,3,1,1,0,1,0,1,0,0,4,2
516,6,NA,NA,NA,NA,NA,NA,6------,0,0,0,0,0,25,4,1,1,1,0,0,1,0,0,8,3
517,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,27,4,1,1,1,0,0,1,0,0,4,2
518,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,69,3,1,0,1,0,0,1,1,0,1,1
519,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,27,4,1,1,0,1,0,1,1,0,6,3
520,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,34,5,1,1,1,0,0,1,0,1,7,4
521,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,36,6,1,1,1,0,0,1,0,0,7,4
522,6,NA,NA,NA,NA,NA,NA,6------,7,1,1,1,0,35,4,1,0,1,0,0,1,0,0,6,3
523,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,60,3,1,0,1,0,0,0,1,0,4,3
524,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,31,4,1,1,0,0,0,0,1,0,7,3
525,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,35,6,1,0,1,0,0,1,0,0,8,4
526,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,58,3,1,1,0,1,0,0,1,0,2,1
527,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,40,3,1,1,0,0,0,1,1,0,6,3
528,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,28,3,1,0,1,0,0,1,0,0,7,3
529,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,35,7,1,1,1,0,0,1,0,0,6,3
530,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,31,5,1,0,1,0,0,1,1,1,3,3
531,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,23,2,1,0,1,0,1,1,0,0,4,3
532,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,46,4,1,0,1,0,0,0,0,0,5,2
533,1,NA,NA,NA,NA,NA,NA,1------,2,0,1,0,0,29,6,1,0,1,0,0,0,0,0,9,1
534,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,35,5,1,1,0,1,0,1,0,0,7,4
535,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,41,3,1,0,1,0,0,0,1,0,4,3
536,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,39,4,1,1,1,0,0,1,1,0,4,2
537,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,49,4,1,0,0,1,0,0,1,0,3,3
538,6,NA,NA,NA,NA,NA,NA,6------,8,0,0,0,1,35,2,1,1,1,0,1,1,1,0,7,2
539,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,38,3,1,0,1,0,0,1,1,0,5,2
540,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,27,3,1,1,1,0,1,0,1,1,6,3
541,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,44,4,1,1,1,0,0,0,0,0,7,3
542,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,29,3,1,0,0,1,0,1,1,1,6,2
543,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,36,1,1,0,1,0,1,0,0,0,0,2
544,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,32,5,1,0,1,0,0,1,0,0,3,4
545,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,39,3,1,0,1,0,0,0,1,1,4,3
546,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,37,1,1,1,1,0,0,0,0,0,3,3
547,5,NA,NA,NA,NA,NA,NA,5------,10,0,1,0,1,67,4,1,0,1,0,0,1,0,0,8,3
548,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,37,4,1,0,1,0,0,1,1,0,4,2
549,2,NA,NA,NA,NA,NA,NA,2------,9,1,0,0,1,44,5,1,1,0,1,0,0,0,0,6,4
550,3,NA,NA,NA,NA,NA,NA,3------,5,1,0,1,0,29,3,1,0,1,0,0,1,1,0,7,3
551,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,34,6,1,0,1,0,0,1,0,0,6,3
552,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,40,4,1,1,1,0,0,1,1,0,4,3
553,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,37,4,1,0,1,0,0,1,0,0,6,4
554,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,38,3,1,1,0,0,0,1,0,0,5,3
555,1,NA,NA,NA,NA,NA,NA,1------,8,0,0,0,1,28,3,1,0,1,0,1,0,0,0,6,3
556,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,40,5,1,0,1,0,0,1,0,0,5,3
557,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,33,5,1,1,1,0,0,1,0,0,5,3
558,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,30,4,1,0,1,0,0,1,0,0,5,2
559,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,42,4,1,1,1,0,0,1,0,1,4,2
560,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,31,1,1,1,1,0,1,1,0,0,6,2
561,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,34,4,1,1,1,0,1,0,0,0,3,4
562,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,33,3,1,0,1,0,0,1,1,0,2,3
563,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,42,4,1,1,1,0,0,1,1,0,5,3
564,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,51,3,1,1,0,0,0,1,1,1,4,3
565,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,43,5,1,1,1,0,0,1,0,0,7,3
566,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,30,6,1,1,1,0,0,1,1,0,7,3
567,4,NA,NA,NA,NA,NA,NA,4------,1,1,0,0,0,72,2,1,0,1,0,0,0,1,0,4,2
568,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,41,3,1,0,0,1,0,0,0,0,4,2
569,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,25,3,1,0,1,0,1,1,0,0,3,3
570,4,NA,NA,NA,NA,NA,NA,4------,1,1,0,0,0,35,4,1,0,1,0,0,1,0,1,4,3
571,3,NA,NA,NA,NA,NA,NA,3------,4,0,0,1,0,40,3,1,1,1,0,1,0,0,0,2,4
572,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,29,3,1,1,1,0,0,1,1,1,3,2
573,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,27,6,1,1,0,1,0,1,0,1,7,4
574,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,46,4,1,1,1,0,0,1,1,0,5,3
575,5,NA,NA,NA,NA,NA,NA,5------,3,1,1,0,0,46,3,1,1,1,0,0,0,0,0,4,3
576,5,NA,NA,NA,NA,NA,NA,5------,9,1,0,0,1,55,6,1,1,1,0,1,1,0,1,9,2
577,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,37,6,1,0,1,0,0,1,0,1,6,3
578,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,71,3,1,0,1,0,0,1,1,1,9,4
579,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,27,6,1,1,1,0,0,1,0,0,6,3
580,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,35,6,1,0,1,0,0,1,0,0,5,3
581,1,NA,NA,NA,NA,NA,NA,1------,14,0,1,1,1,43,5,1,0,0,1,0,1,1,1,6,3
582,4,NA,NA,NA,NA,NA,NA,4------,11,1,1,0,1,33,2,1,1,0,0,0,1,0,0,3,2
583,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,28,4,0,1,1,0,0,1,0,0,6,3
584,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,22,2,1,0,1,0,1,1,0,0,2,3
585,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,32,3,1,1,0,1,0,1,1,1,4,4
586,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,33,5,1,0,1,0,0,1,0,0,6,3
587,1,NA,NA,NA,NA,NA,NA,1------,8,0,0,0,1,29,6,1,1,1,0,0,1,1,1,6,3
588,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,29,3,1,0,1,0,0,1,0,0,4,2
589,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,34,5,1,1,1,0,0,1,1,0,3,3
590,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,40,5,1,1,1,0,0,1,0,0,6,2
591,6,NA,NA,NA,NA,NA,NA,6------,6,0,1,1,0,28,3,1,0,1,0,0,1,0,0,6,3
592,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,28,4,1,1,0,1,1,1,0,0,6,3
593,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,52,2,1,0,1,0,0,0,1,0,5,2
594,3,NA,NA,NA,NA,NA,NA,3------,13,1,0,1,1,39,4,1,1,1,0,1,0,0,0,5,4
595,2,NA,NA,NA,NA,NA,NA,2------,10,0,1,0,1,45,7,1,1,1,0,0,1,1,1,8,3
596,4,NA,NA,NA,NA,NA,NA,4------,0,0,0,0,0,32,5,1,0,1,0,0,1,1,1,5,3
597,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,21,1,1,1,0,0,1,1,0,0,4,4
598,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,40,4,1,1,1,0,0,0,0,0,4,2
599,5,NA,NA,NA,NA,NA,NA,5------,14,0,1,1,1,44,3,1,1,1,0,0,0,1,0,5,3
600,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,33,4,1,1,1,0,0,0,1,0,7,3
601,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,53,2,1,1,1,0,0,0,0,0,0,3
602,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,61,3,1,1,1,0,0,0,0,0,4,4
603,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,36,3,1,1,1,0,0,0,0,0,1,4
604,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,49,5,1,1,1,0,0,1,0,0,7,3
605,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,29,3,1,1,1,0,0,1,1,1,3,4
606,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,20,2,1,1,1,0,0,1,0,0,3,2
607,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,40,6,1,0,1,0,0,1,0,1,7,3
608,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,40,6,1,1,1,0,0,1,0,0,7,3
609,1,NA,NA,NA,NA,NA,NA,1------,14,0,1,1,1,44,5,1,1,1,0,0,1,0,0,4,2
610,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,32,3,1,1,1,0,0,1,1,0,8,4
611,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,28,1,1,0,1,0,1,0,0,0,1,2
612,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,32,3,1,1,1,0,0,1,1,0,9,4
613,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,26,6,1,0,0,1,0,1,0,1,7,4
614,6,NA,NA,NA,NA,NA,NA,6------,12,0,0,1,1,33,5,1,0,1,0,1,1,0,0,7,3
615,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,37,5,1,1,0,0,0,1,1,1,9,3
616,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,37,5,1,1,0,0,0,1,1,1,9,3
617,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,46,2,1,1,1,0,1,1,1,1,2,2
618,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,46,2,1,1,1,0,0,1,1,1,5,2
619,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,35,2,1,0,1,0,0,1,0,0,7,3
620,4,NA,NA,NA,NA,NA,NA,4------,0,0,0,0,0,33,5,1,0,1,0,0,1,0,1,7,3
621,2,NA,NA,NA,NA,NA,NA,2------,2,0,1,0,0,41,2,1,0,0,0,0,0,1,1,7,3
622,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,26,4,1,0,1,0,1,1,0,0,7,3
623,5,NA,NA,NA,NA,NA,NA,5------,9,1,0,0,1,52,3,1,1,1,0,0,1,1,0,4,2
624,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,36,2,1,1,1,0,0,0,0,1,7,3
625,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,44,4,1,1,1,0,0,1,0,0,7,3
626,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,55,5,1,1,1,0,0,0,1,1,7,3
627,2,NA,NA,NA,NA,NA,NA,2------,9,1,0,0,1,36,3,1,1,1,0,1,0,0,0,7,3
628,5,NA,NA,NA,NA,NA,NA,5------,10,0,1,0,1,31,4,1,1,1,0,0,0,1,0,7,3
629,6,NA,NA,NA,NA,NA,NA,6------,15,1,1,1,1,39,5,1,1,1,0,0,1,1,0,6,3
630,4,NA,NA,NA,NA,NA,NA,4------,1,1,0,0,0,34,4,1,0,1,0,0,1,0,0,4,3
631,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,22,1,1,0,1,0,0,1,0,0,3,2
632,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,44,4,1,1,1,0,0,1,0,0,6,3
633,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,44,4,1,1,1,0,0,1,0,0,6,3
634,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,50,3,1,1,1,0,0,0,0,0,4,4
635,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,42,1,1,1,1,0,0,0,0,0,1,3
636,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,29,2,1,1,1,0,1,0,0,1,0,3
637,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,37,4,1,0,1,0,0,0,0,0,6,3
638,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,31,4,1,0,0,1,0,0,1,0,5,2
639,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,42,1,1,1,1,0,0,0,0,0,0,3
640,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,32,4,1,0,1,0,0,0,0,0,6,3
641,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,32,4,1,0,1,0,0,0,1,0,6,3
642,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,28,3,1,0,1,0,1,1,0,0,2,3
643,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,39,6,1,1,1,0,0,1,0,0,4,2
644,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,39,6,1,1,1,0,0,1,0,0,5,2
645,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,26,4,1,0,1,0,1,1,0,0,8,3
646,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,24,5,1,0,1,0,0,1,1,1,6,4
647,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,36,6,1,1,1,0,0,1,0,0,8,4
648,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,37,6,1,1,1,0,0,1,1,0,3,4
649,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,32,3,0,0,0,0,0,1,1,0,4,3
650,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,35,6,1,1,1,0,1,1,1,1,4,3
651,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,40,2,1,1,0,0,0,1,1,0,2,3
652,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,46,4,1,1,1,0,0,1,0,0,5,3
653,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,37,6,1,1,1,0,0,1,1,0,3,4
654,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,32,3,0,0,0,0,0,1,1,0,4,3
655,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,43,4,1,1,1,0,0,1,0,0,3,1
656,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,32,6,1,0,1,0,0,1,0,1,9,4
657,5,NA,NA,NA,NA,NA,NA,5------,13,1,0,1,1,43,1,1,1,0,0,0,1,1,1,7,4
658,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,37,5,1,1,1,0,0,1,0,0,4,3
659,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,42,3,1,0,0,1,0,1,1,1,1,2
660,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,48,3,1,1,1,0,0,0,1,0,4,4
661,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,53,1,1,0,1,0,0,0,1,0,5,2
662,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,22,4,1,0,1,0,0,1,0,0,6,3
663,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,56,3,1,0,0,1,0,0,1,1,6,3
664,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,43,4,1,1,1,0,0,0,0,0,0,4
665,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,33,5,1,1,1,0,0,1,1,1,8,4
666,6,NA,NA,NA,NA,NA,NA,6------,5,1,0,1,0,51,5,1,1,1,0,1,1,1,1,7,3
667,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,35,4,1,1,1,0,1,0,0,0,7,3
668,6,NA,NA,NA,NA,NA,NA,6------,0,0,0,0,0,49,4,1,1,1,0,0,1,1,0,7,3
669,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,58,4,1,1,0,1,0,0,0,0,3,3
670,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,29,2,1,0,0,1,1,0,0,0,3,3
671,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,36,7,1,1,0,1,0,1,1,1,6,3
672,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,45,2,1,1,1,0,0,0,0,0,2,4
673,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,51,4,1,0,1,0,0,0,1,1,8,3
674,3,NA,NA,NA,NA,NA,NA,3------,12,0,0,1,1,25,4,1,0,1,0,1,0,1,1,6,3
675,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,34,7,1,1,1,0,0,1,0,0,8,4
676,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,29,4,1,0,1,0,0,0,0,0,8,3
677,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,39,5,1,1,0,0,0,0,0,0,8,2
678,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,39,1,1,0,1,0,0,0,0,0,7,3
679,6,NA,NA,NA,NA,NA,NA,6------,0,0,0,0,0,32,1,1,1,0,1,0,0,0,0,7,1
680,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,35,1,1,1,0,0,0,1,1,1,7,3
681,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,21,1,1,0,1,0,1,0,1,0,0,2
682,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,19,2,1,0,1,0,0,0,1,0,2,3
683,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,34,3,1,0,1,0,0,0,1,0,6,3
684,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,36,3,1,1,0,1,0,1,1,1,8,3
685,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,40,5,1,1,1,0,0,1,0,0,8,3
686,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,23,2,1,0,1,0,1,1,1,1,6,3
687,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,33,3,1,0,1,0,1,0,1,0,8,3
688,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,32,7,1,0,1,0,1,1,0,0,8,3
689,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,47,5,1,0,1,0,1,0,0,0,6,3
690,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,29,3,1,1,1,0,1,0,1,0,5,2
691,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,33,2,1,1,0,1,0,1,0,0,4,3
692,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,31,5,1,0,1,0,0,1,0,0,7,3
693,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,52,5,1,1,1,0,0,0,0,1,5,3
694,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,34,2,1,0,1,0,0,1,1,0,3,3
695,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,25,NA,1,0,1,0,1,0,0,0,7,3
696,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,30,2,1,0,1,0,1,0,0,0,2,3
697,5,NA,NA,NA,NA,NA,NA,5------,4,0,0,1,0,28,1,1,0,1,0,0,0,0,0,7,3
698,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,31,7,1,1,1,0,0,1,0,1,9,4
699,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,28,3,1,0,1,0,0,1,0,0,8,3
700,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,35,6,1,0,1,0,0,1,0,0,9,4
701,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,31,3,1,0,0,0,1,1,0,1,6,2
702,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,32,6,1,1,1,0,0,1,0,0,8,4
703,6,NA,NA,NA,NA,NA,NA,6------,4,0,0,1,0,36,6,1,0,1,0,0,1,1,0,6,4
704,2,NA,NA,NA,NA,NA,NA,2------,9,1,0,0,1,44,3,1,1,1,0,0,1,0,1,6,2
705,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,29,3,1,1,1,0,0,1,0,1,7,3
