unit,defense,economicdevelopment,socialstability,democracy,corruption,incomeinequality,environment,ranking,treat,historical,powerful,valuable,island,age,income,han,male,eastern,central,rural,college,soe,ccp,socialstatus,news
2144,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,30,4,1,1,0,1,0,1,1,1,1,3
2145,6,NA,NA,NA,NA,NA,NA,6------,15,1,1,1,1,39,4,1,0,1,0,0,1,1,0,7,3
2146,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,46,4,1,0,1,0,0,1,1,0,6,3
2147,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,29,5,1,1,1,0,0,0,0,0,8,3
2148,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,33,3,1,1,1,0,1,0,1,1,9,4
2149,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,22,1,1,1,1,0,1,0,0,0,4,3
2150,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,34,2,1,1,1,0,1,0,0,0,4,2
2151,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,39,3,1,0,1,0,0,1,1,1,5,3
2152,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,39,1,1,1,0,0,0,0,0,0,8,2
2153,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,35,1,1,0,0,1,0,1,0,1,5,3
2154,2,NA,NA,NA,NA,NA,NA,2------,2,0,1,0,0,28,5,1,1,1,0,0,1,1,1,6,3
2155,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,28,5,1,1,1,0,0,1,1,1,5,3
2156,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,28,6,1,0,0,1,0,1,0,0,2,3
2157,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,49,2,1,0,0,1,0,0,1,0,8,3
2158,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,34,3,1,1,1,0,0,1,0,0,4,3
2159,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,30,4,1,1,1,0,1,0,0,0,6,3
2160,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,34,4,1,1,1,0,0,1,0,1,8,4
