unit,federaldebt,unemployment,ineq,health,immigration,ethics,ranking,treat,import,male,income,education,nonwhite,female,partyid,personal,value,suffer,happy,health_rank1,healthexpenses,dem_rep,age
1,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
3,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
4,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
6,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
7,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
8,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
9,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
10,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
11,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
12,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
13,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
15,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
16,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
17,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
18,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
19,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
20,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
21,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
22,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
23,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
24,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
25,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
26,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
27,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
28,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
29,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
30,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
31,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
32,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
33,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
34,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
35,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
37,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
38,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
39,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
40,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
41,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
42,NA,NA,NA,NA,NA,NA,------,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
43,NA,NA,5,4,NA,NA,--54--,0,0.5,1,2,3,1,0,0.1599999964237213,0.5,0.5,0.5,0.5,0,0,0,6
44,NA,NA,2,1,NA,NA,--21--,0,1,0,4,2,1,1,0,1,1,1,1,1,1,0,5
45,NA,NA,4,2,NA,NA,--42--,0,0,0,3,2,1,1,0.8399999737739563,0.5,1,1,1,0,0,1,6
46,NA,NA,6,5,NA,NA,--65--,0,0.5,1,10,6,1,0,0,0.5,0.33000001311302185,0.5,0.33000001311302185,0,0,0,5
47,NA,NA,6,2,NA,NA,--62--,0,NA,0,4,5,1,1,0,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,0,6
48,NA,NA,3,4,NA,NA,--34--,0,0.5,1,6,6,0,0,0.5,0.5,0.5,0.5,0.5,0,NA,NA,6
49,NA,NA,5,2,NA,NA,--52--,0,1,1,5,5,1,0,0,1,0.6700000166893005,0.6700000166893005,0.5,0,1,0,4
50,NA,NA,4,1,NA,NA,--41--,0,0.75,1,13,5,1,0,0.6700000166893005,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,1,1,NA,4
51,NA,NA,3,1,NA,NA,--31--,0,1,0,2,4,0,1,1,1,0.8399999737739563,1,0.8399999737739563,1,1,1,3
52,NA,NA,4,2,NA,NA,--42--,0,0.75,1,5,6,1,0,0.1599999964237213,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,0,7
53,NA,NA,4,5,NA,NA,--45--,0,0.5,0,3,2,1,1,0.8399999737739563,0.75,0.6700000166893005,1,1,0,0,1,3
54,NA,NA,1,2,NA,NA,--12--,0,0.25,1,2,3,1,0,1,0.25,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,1,1,6
55,NA,NA,5,4,NA,NA,--54--,0,0.75,0,3,3,1,1,0.8399999737739563,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,1,5
56,NA,NA,6,5,NA,NA,--65--,0,0.75,1,4,6,1,0,0.33000001311302185,0.25,0,0,0,0,0,NA,8
57,NA,NA,2,1,NA,NA,--21--,0,0.75,0,4,1,1,1,0.5,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,1,NA,3
58,NA,NA,6,1,NA,NA,--61--,0,1,0,2,2,1,1,0,1,1,1,1,1,1,0,5
59,NA,NA,4,3,NA,NA,--43--,0,0.75,1,5,5,1,0,0.1599999964237213,0.75,1,1,1,0,1,0,3
60,NA,NA,5,4,NA,NA,--54--,0,0.5,1,8,6,0,0,0.33000001311302185,0.5,0.5,0.8399999737739563,0.6700000166893005,0,1,NA,3
61,NA,NA,NA,NA,NA,NA,------,0,0.5,1,3,5,1,0,0.8399999737739563,0.5,0.5,1,0.6700000166893005,NA,0,1,3
62,NA,NA,4,2,NA,NA,--42--,0,0.75,0,4,3,0,1,0.8399999737739563,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,1,7
63,NA,NA,NA,NA,NA,NA,------,0,0.5,0,10,3,1,1,0,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,NA,0,0,6
64,NA,NA,3,4,NA,NA,--34--,0,0.5,1,4,3,1,0,1,0.5,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,1,7
65,NA,NA,5,6,NA,NA,--56--,0,0.5,0,3,4,0,1,0.5,0,1,1,1,0,0,NA,3
66,NA,NA,5,2,NA,NA,--52--,0,0.75,1,4,2,1,0,0,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,0,7
67,NA,NA,6,1,NA,NA,--61--,0,0.75,0,4,2,1,1,0.8399999737739563,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,1,6
68,NA,NA,1,2,NA,NA,--12--,0,0.75,0,12,6,1,1,1,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,6
69,NA,NA,4,1,NA,NA,--41--,0,1,0,2,3,1,1,0.8399999737739563,0.75,1,1,1,1,0,1,3
70,NA,NA,4,2,NA,NA,--42--,0,0.5,1,1,2,0,0,0.5,0.5,0.5,0.5,0.6700000166893005,0,0,NA,3
71,NA,NA,4,3,NA,NA,--43--,0,0.75,1,9,3,1,0,0.1599999964237213,0.5,0.5,0.5,0.5,0,1,0,4
72,NA,NA,3,2,NA,NA,--32--,0,0.75,0,4,3,1,1,0.8399999737739563,1,1,1,1,0,1,1,5
73,NA,NA,4,2,NA,NA,--42--,0,1,1,4,2,1,0,0.8399999737739563,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,1,7
74,NA,NA,5,4,NA,NA,--54--,0,0.5,0,12,4,1,1,0.5,0.75,1,1,1,0,0,NA,6
75,NA,NA,4,3,NA,NA,--43--,0,0.5,1,7,5,1,0,0,0.5,0.5,0.6700000166893005,0.5,0,0,0,8
76,NA,NA,4,1,NA,NA,--41--,0,0.75,0,2,3,1,1,0.1599999964237213,0.75,0.6700000166893005,0.33000001311302185,0.5,1,0,0,2
77,NA,NA,6,3,NA,NA,--63--,0,1,0,5,2,1,1,0,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,1,0,3
78,NA,NA,4,1,NA,NA,--41--,0,1,0,4,4,0,1,1,1,1,1,1,1,1,1,6
79,NA,NA,6,3,NA,NA,--63--,0,0.75,0,6,2,1,1,0.33000001311302185,0.75,1,0.8399999737739563,0.8399999737739563,0,0,NA,6
80,NA,NA,6,2,NA,NA,--62--,0,1,0,4,3,1,1,0,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,0,4
81,NA,NA,4,3,NA,NA,--43--,0,0.5,1,1,2,1,0,0.5,0.75,0,0,0,0,1,NA,5
82,NA,NA,6,4,NA,NA,--64--,0,0.25,1,5,5,1,0,0.33000001311302185,0.5,0.6700000166893005,0.6700000166893005,0.1599999964237213,0,1,NA,7
83,NA,NA,3,2,NA,NA,--32--,0,1,0,7,5,1,1,1,1,1,1,0.8399999737739563,0,0,1,4
84,NA,NA,4,3,NA,NA,--43--,0,0.5,0,2,2,1,1,0.6700000166893005,0.5,0.5,0.8399999737739563,0.6700000166893005,0,1,NA,2
85,NA,NA,3,6,NA,NA,--36--,0,0.75,0,5,5,1,1,0.5,0.5,0.5,0.6700000166893005,0.5,0,0,NA,6
86,NA,NA,1,2,NA,NA,--12--,0,0.75,1,4,5,1,0,0.6700000166893005,0.75,0.6700000166893005,0.6700000166893005,0.5,0,1,NA,6
87,NA,NA,6,4,NA,NA,--64--,0,0.5,0,9,2,1,1,0.1599999964237213,0.5,0.6700000166893005,0.6700000166893005,0.1599999964237213,0,1,0,6
88,NA,NA,5,1,NA,NA,--51--,0,0.75,0,4,3,1,1,0.5,0.5,1,1,1,1,0,NA,8
89,NA,NA,NA,NA,NA,NA,------,0,1,0,4,6,1,1,1,1,0.8399999737739563,1,1,NA,1,1,7
90,NA,NA,4,2,NA,NA,--42--,0,1,0,4,2,1,1,0.5,1,0.8399999737739563,0.5,0.5,0,1,NA,2
91,NA,NA,6,1,NA,NA,--61--,0,1,1,3,5,1,0,0.8399999737739563,1,0.6700000166893005,0.33000001311302185,0.5,1,1,1,4
92,NA,NA,2,1,NA,NA,--21--,0,0.75,1,3,4,0,0,0.8399999737739563,0.75,1,1,1,1,1,1,7
93,NA,NA,4,5,NA,NA,--45--,0,0.5,0,13,5,1,1,0.1599999964237213,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,0,2
94,NA,NA,2,3,NA,NA,--23--,0,0.75,0,6,6,1,1,1,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,NA,1,3
95,NA,NA,NA,NA,NA,NA,------,0,1,0,2,3,1,1,0,1,0.8399999737739563,1,1,NA,0,0,5
96,NA,NA,NA,NA,NA,NA,------,0,1,1,10,5,0,0,0.5,0.25,1,1,1,NA,0,NA,4
97,NA,NA,1,4,NA,NA,--14--,0,1,0,2,2,1,1,0.8399999737739563,1,1,1,1,0,1,1,2
98,NA,NA,1,2,NA,NA,--12--,0,1,0,2,2,1,1,1,1,1,1,1,0,1,1,5
99,NA,NA,6,2,NA,NA,--62--,0,1,0,2,5,1,1,0.33000001311302185,1,1,1,1,0,1,NA,7
100,NA,NA,1,3,NA,NA,--13--,0,0.75,0,4,6,1,1,0.6700000166893005,0.75,0.8399999737739563,1,0.6700000166893005,0,0,NA,6
101,NA,NA,4,2,NA,NA,--42--,0,1,0,3,4,0,1,1,1,1,1,1,0,1,1,2
102,NA,NA,6,3,NA,NA,--63--,0,0.75,0,3,4,1,1,0,0.75,1,1,1,0,1,0,4
103,NA,NA,6,4,NA,NA,--64--,0,1,1,5,3,0,0,0.8399999737739563,0.75,0.33000001311302185,0.6700000166893005,0.6700000166893005,0,0,1,2
104,NA,NA,5,1,NA,NA,--51--,0,1,0,3,4,0,1,0.8399999737739563,1,1,1,1,1,1,1,6
105,NA,NA,5,3,NA,NA,--53--,0,0.5,1,5,5,1,0,0,0.5,0.1599999964237213,0.33000001311302185,0.1599999964237213,0,0,0,8
106,NA,NA,6,2,NA,NA,--62--,0,0.75,0,5,2,1,1,0.33000001311302185,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,NA,7
107,NA,NA,6,2,NA,NA,--62--,0,1,0,1,2,1,1,0.1599999964237213,1,1,1,1,0,1,0,6
108,NA,NA,1,5,NA,NA,--15--,0,0.5,1,10,5,1,0,0.33000001311302185,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,NA,5
109,NA,NA,5,3,NA,NA,--53--,0,0.25,0,12,6,1,1,0.8399999737739563,0.5,0.33000001311302185,0.8399999737739563,0.1599999964237213,0,0,1,4
110,NA,NA,6,1,NA,NA,--61--,0,0.75,0,6,6,0,1,0.8399999737739563,0.75,0.5,0.6700000166893005,0.6700000166893005,1,1,1,3
111,NA,NA,2,4,NA,NA,--24--,0,0.75,1,3,2,1,0,0.5,0.5,0.5,0.8399999737739563,0.6700000166893005,0,1,NA,3
112,NA,NA,4,5,NA,NA,--45--,0,0.5,1,2,2,0,0,1,0.5,0.33000001311302185,0.5,0.5,0,1,1,3
113,NA,NA,1,2,NA,NA,--12--,0,0.5,0,3,6,1,1,1,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,8
114,NA,NA,NA,NA,NA,NA,------,0,1,0,8,2,1,1,0.33000001311302185,1,0.8399999737739563,0.6700000166893005,0.5,NA,1,NA,5
115,NA,NA,4,2,NA,NA,--42--,0,1,1,3,3,0,0,0.8399999737739563,0.75,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,1,3
116,NA,NA,6,5,NA,NA,--65--,0,0.75,0,5,5,1,1,0,0.5,0.1599999964237213,0.33000001311302185,0,0,0,0,3
117,NA,NA,3,2,NA,NA,--32--,0,1,1,3,3,1,0,1,1,1,1,1,0,0,1,6
118,NA,NA,6,5,NA,NA,--65--,0,0.5,0,9,2,1,1,0,0.5,0.5,0.5,0.5,0,0,0,6
119,NA,NA,NA,NA,NA,NA,------,0,1,1,1,5,1,0,0.1599999964237213,1,0.8399999737739563,1,1,NA,1,0,6
120,NA,NA,4,2,NA,NA,--42--,0,0.75,1,3,2,0,0,1,0.75,0.8399999737739563,0.6700000166893005,0.8399999737739563,0,0,1,5
121,NA,NA,2,4,NA,NA,--24--,0,0.75,0,4,5,0,1,0.1599999964237213,0.5,0.5,0.5,0.5,0,0,0,3
122,NA,NA,4,2,NA,NA,--42--,0,1,1,5,3,1,0,0,1,0,0.5,0.5,0,1,0,4
123,NA,NA,6,3,NA,NA,--63--,0,0.75,0,9,3,0,1,0.8399999737739563,0.5,0.8399999737739563,1,0.6700000166893005,0,1,1,5
124,NA,NA,6,5,NA,NA,--65--,0,0.5,1,7,5,1,0,0,0,0.1599999964237213,0.33000001311302185,0.33000001311302185,0,0,0,6
125,NA,NA,NA,NA,NA,NA,------,0,0.75,1,8,6,1,0,0.5,0.75,0.8399999737739563,0.6700000166893005,0.5,NA,0,NA,5
126,NA,NA,6,2,NA,NA,--62--,0,1,1,2,3,0,0,1,0.75,1,1,1,0,1,1,3
127,NA,NA,4,5,NA,NA,--45--,0,0.5,1,8,6,0,0,0.5,0.25,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,NA,5
128,NA,NA,4,2,NA,NA,--42--,0,0.75,1,5,5,0,0,0.33000001311302185,0.5,0.8399999737739563,0.5,0.6700000166893005,0,0,NA,5
129,NA,NA,3,1,NA,NA,--31--,0,1,0,3,3,1,1,0.6700000166893005,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,1,NA,3
130,NA,NA,6,5,NA,NA,--65--,0,0.5,1,10,6,0,0,0.33000001311302185,0.5,0.1599999964237213,0.5,0.33000001311302185,0,0,NA,5
131,NA,NA,1,6,NA,NA,--16--,0,0.75,1,3,3,0,0,0.6700000166893005,0.25,1,0.8399999737739563,0.6700000166893005,0,1,NA,3
132,NA,NA,5,3,NA,NA,--53--,0,0.75,1,13,6,1,0,0.33000001311302185,0.75,0.8399999737739563,0.6700000166893005,0.5,0,1,NA,5
133,NA,NA,NA,NA,NA,NA,------,0,1,0,4,4,1,1,0.8399999737739563,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,NA,0,1,4
134,NA,NA,1,2,NA,NA,--12--,0,0.75,1,5,5,1,0,0.8399999737739563,0.75,1,1,1,0,1,1,7
135,NA,NA,3,2,NA,NA,--32--,0,1,0,2,2,1,1,0.5,1,1,1,1,0,1,NA,7
136,NA,NA,5,3,NA,NA,--53--,0,0.75,0,2,5,1,1,0,0.5,0.5,0.5,0.33000001311302185,0,1,0,5
137,NA,NA,2,3,NA,NA,--23--,0,1,1,4,2,1,0,0.8399999737739563,0.75,0.8399999737739563,1,0.6700000166893005,0,0,1,7
138,NA,NA,4,2,NA,NA,--42--,0,1,1,3,3,0,0,1,1,1,1,1,0,0,1,6
139,NA,NA,6,4,NA,NA,--64--,0,1,1,4,6,1,0,0.1599999964237213,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,0,7
140,NA,NA,4,1,NA,NA,--41--,0,0.75,1,4,3,1,0,0.6700000166893005,0.5,0.5,0.5,0.5,1,0,NA,4
141,NA,NA,3,1,NA,NA,--31--,0,1,1,3,6,1,0,1,1,1,1,1,1,0,1,8
142,NA,NA,4,1,NA,NA,--41--,0,0.75,0,4,5,1,1,1,0.75,0.8399999737739563,0.8399999737739563,0.5,1,0,1,4
143,NA,NA,2,5,NA,NA,--25--,0,0.5,1,3,5,0,0,1,0.5,1,1,0.8399999737739563,0,1,1,5
144,NA,NA,2,3,NA,NA,--23--,0,0.75,1,9,6,1,0,1,0.75,1,1,0.8399999737739563,0,0,1,4
145,NA,NA,4,1,NA,NA,--41--,0,1,0,3,2,1,1,0.5,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,1,NA,7
146,NA,NA,4,1,NA,NA,--41--,0,1,1,7,5,1,0,0.5,1,0.6700000166893005,0.5,0.6700000166893005,1,0,NA,3
147,NA,NA,5,6,NA,NA,--56--,0,0.5,0,2,4,1,1,0.8399999737739563,0.25,0.1599999964237213,0.33000001311302185,0.1599999964237213,0,0,1,7
148,NA,NA,4,1,NA,NA,--41--,0,0.5,0,13,3,1,1,0,0.75,0.5,1,0.6700000166893005,1,0,0,4
149,NA,NA,1,2,NA,NA,--12--,0,1,0,3,5,1,1,0.5,1,0.8399999737739563,1,0.6700000166893005,0,0,NA,8
150,NA,NA,4,2,NA,NA,--42--,0,0.75,0,4,5,1,1,0.6700000166893005,0.75,0.8399999737739563,1,0.6700000166893005,0,1,NA,3
151,NA,NA,2,3,NA,NA,--23--,0,1,0,3,4,0,1,0.5,1,1,1,1,0,1,NA,5
152,NA,NA,6,2,NA,NA,--62--,0,0.5,1,4,3,1,0,0.1599999964237213,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,0,5
153,NA,NA,1,2,NA,NA,--12--,0,1,1,3,2,1,0,1,1,1,1,0,0,1,1,5
154,NA,NA,4,1,NA,NA,--41--,0,1,1,7,5,0,0,0.5,0.5,0.8399999737739563,0.6700000166893005,0.8399999737739563,1,0,NA,3
155,NA,NA,1,4,NA,NA,--14--,0,1,0,4,5,1,1,0.6700000166893005,0.25,1,1,1,0,0,NA,6
156,NA,NA,4,1,NA,NA,--41--,0,0.5,1,7,3,1,0,0.1599999964237213,0.5,0.5,0.6700000166893005,0.5,1,0,0,5
157,NA,NA,NA,NA,NA,NA,------,0,0.5,1,3,6,0,0,0.6700000166893005,0.5,0.8399999737739563,0.8399999737739563,0.8399999737739563,NA,1,NA,7
158,NA,NA,1,3,NA,NA,--13--,0,0.25,1,4,5,1,0,1,0.5,0.6700000166893005,0.8399999737739563,0.33000001311302185,0,1,1,7
159,NA,NA,5,4,NA,NA,--54--,0,0.5,1,8,6,1,0,0,0.5,0.33000001311302185,0.1599999964237213,0.1599999964237213,0,0,0,6
160,NA,NA,5,4,NA,NA,--54--,0,0.5,0,7,5,1,1,0.5,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,NA,4
161,NA,NA,3,1,NA,NA,--31--,0,1,0,13,6,1,1,0.5,1,0.5,0.6700000166893005,0.5,1,0,NA,5
162,NA,NA,6,3,NA,NA,--63--,0,0.75,1,4,4,NA,0,0.5,0.75,0.6700000166893005,0.8399999737739563,0.5,0,0,NA,7
163,NA,NA,6,3,NA,NA,--63--,0,0.75,0,2,2,NA,1,0.5,NA,1,1,1,0,0,NA,8
164,NA,NA,6,3,NA,NA,--63--,0,0.25,1,5,5,1,0,0.1599999964237213,0.25,0.33000001311302185,0.33000001311302185,0.1599999964237213,0,0,0,6
165,NA,NA,6,2,NA,NA,--62--,0,0.75,1,5,3,1,0,0.8399999737739563,0.75,0.6700000166893005,1,0.8399999737739563,0,1,1,7
166,NA,NA,5,1,NA,NA,--51--,0,0.75,0,5,3,1,1,0.1599999964237213,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,1,0,0,5
167,NA,NA,1,2,NA,NA,--12--,0,1,1,3,5,0,0,0.8399999737739563,1,1,1,1,0,1,1,3
168,NA,NA,1,2,NA,NA,--12--,0,1,1,2,2,1,0,0.5,0.5,0.6700000166893005,1,0.33000001311302185,0,0,NA,6
169,NA,NA,5,3,NA,NA,--53--,0,0.75,0,4,5,1,1,0.1599999964237213,0.75,0.8399999737739563,1,0.5,0,0,0,6
170,NA,NA,3,2,NA,NA,--32--,0,1,0,4,2,1,1,0.8399999737739563,1,1,1,1,0,0,1,4
171,NA,NA,NA,NA,NA,NA,------,0,0.75,1,13,5,1,0,1,0.5,0.8399999737739563,1,0.8399999737739563,NA,0,1,6
172,NA,NA,4,1,NA,NA,--41--,0,1,0,5,3,1,1,1,1,0.8399999737739563,1,0.6700000166893005,1,1,1,5
173,NA,NA,6,3,NA,NA,--63--,0,0.75,0,2,3,1,1,0.5,1,0.8399999737739563,0.8399999737739563,0.5,0,1,NA,6
174,NA,NA,6,3,NA,NA,--63--,0,0.5,0,3,5,1,1,0,0.5,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,0,7
175,NA,NA,6,4,NA,NA,--64--,0,0.25,0,4,5,1,1,0,0.5,0.5,0.5,0.1599999964237213,0,1,0,6
176,NA,NA,NA,NA,NA,NA,------,0,1,0,3,2,1,1,0,1,1,1,1,NA,0,0,7
177,NA,NA,2,4,NA,NA,--24--,0,0.75,0,1,2,1,1,1,0.75,0.6700000166893005,0.8399999737739563,1,0,1,1,2
178,NA,NA,3,1,NA,NA,--31--,0,1,0,4,3,1,1,0.5,1,1,1,1,1,1,NA,7
179,NA,NA,4,5,NA,NA,--45--,0,1,1,3,3,0,0,0,1,1,1,1,0,0,0,4
180,NA,NA,2,4,NA,NA,--24--,0,0.5,1,13,6,0,0,1,0,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,1,4
181,NA,NA,6,4,NA,NA,--64--,0,0.25,0,2,5,1,1,0,0.25,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,0,3
182,NA,NA,4,3,NA,NA,--43--,0,1,0,1,3,1,1,0.5,0.5,1,1,1,0,0,NA,3
183,NA,NA,NA,NA,NA,NA,------,0,0.75,1,2,2,1,0,0.1599999964237213,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,NA,1,0,5
184,NA,NA,1,2,NA,NA,--12--,0,0.75,0,3,3,NA,1,1,0.75,1,1,0.6700000166893005,0,1,1,7
185,NA,NA,5,2,NA,NA,--52--,0,0.25,0,4,5,1,1,1,0.75,0.6700000166893005,0.5,0.33000001311302185,0,0,1,4
186,NA,NA,5,4,NA,NA,--54--,0,0.5,1,4,2,1,0,0,0.25,0.8399999737739563,1,1,0,1,0,2
187,NA,NA,NA,NA,NA,NA,------,0,1,1,4,6,1,0,1,1,1,1,1,NA,0,1,7
188,NA,NA,NA,NA,NA,NA,------,0,1,0,3,6,1,1,0.8399999737739563,0.5,0.8399999737739563,1,0.8399999737739563,NA,0,1,7
189,NA,NA,6,3,NA,NA,--63--,0,0.5,1,6,4,NA,0,0.33000001311302185,0.75,0.5,0.6700000166893005,0.5,0,0,NA,6
190,NA,NA,4,1,NA,NA,--41--,0,1,0,3,1,1,1,1,1,1,1,1,1,1,1,5
191,NA,NA,NA,NA,NA,NA,------,0,0.5,0,8,3,1,1,0.5,0.25,0.5,0.5,0.5,NA,0,NA,5
192,NA,NA,3,2,NA,NA,--32--,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,5
193,NA,NA,3,2,NA,NA,--32--,0,1,0,4,5,1,1,0.5,1,1,1,0.8399999737739563,0,1,NA,6
194,NA,NA,5,1,NA,NA,--51--,0,1,1,2,2,1,0,0.5,1,1,1,1,1,1,NA,5
195,NA,NA,6,4,NA,NA,--64--,0,1,0,7,5,1,1,0,1,1,0.8399999737739563,0,0,1,0,3
