unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohafaza,caza,q5,q6,q7,q8,q9,q10,q11,q13,q14a,q14b,q15b,q16,q17,q18,q19a,q19b,q19c,q19d,q21,q22,q23a,q23b,q23c,q23d,q36a,q36b,q36c,q36d,q37a,q37b,q37c,q37d,q38a,q38b,q38c,q38d,q39a,q39b,q39c,q39d,q40,q41,q42,q43
1795,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,25,2,8,2,19,0,6,6,2011,1,1,5,3,1,1,1,4,4,5,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1796,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,21,2,11,2,4,0,10,7,2015,1,1,5,1,1,1,1,4,4,5,2,3,-98,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,25,1,12,2,5,0,10,6,2014,1,1,4,1,1,1,1,4,4,5,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,1,NA,NA,NA,NA,NA,1-----,0,6,27,0,37,2,15,2,8,0,10,6,2013,1,1,5,3,2,2,2,4,4,5,2,-98,-98,3,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,1,NA,NA,NA,NA,NA,1-----,3,6,27,0,37,1,9,2,8,0,10,6,2012,1,1,5,1,1,1,1,4,4,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1800,NA,NA,NA,NA,NA,NA,------,3,6,27,0,35,1,9,2,8,0,10,5,2012,1,1,5,1,1,1,1,4,4,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1801,NA,NA,NA,NA,NA,NA,------,2,6,27,1,35,2,5,2,8,0,10,6,2012,1,1,5,1,1,1,1,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1802,NA,NA,NA,NA,NA,NA,------,3,6,27,0,21,1,11,2,4,0,10,5,2014,1,1,5,1,1,1,1,4,4,5,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1803,NA,NA,NA,NA,NA,NA,------,0,6,27,0,26,4,9,2,3,0,11,4,2012,1,1,5,2,1,1,1,4,4,4,2,3,2,3,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,NA,NA,NA,NA,NA,NA,------,2,6,27,0,30,2,10,2,2,0,11,5,2013,1,1,5,1,1,1,1,4,4,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1805,1,NA,NA,NA,NA,NA,1-----,2,6,27,0,50,2,15,5,14,0,11,9,2014,1,1,5,1,3,3,3,3,3,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1806,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,52,1,10,3,10,0,11,7,2014,1,1,5,1,-98,-98,-98,-98,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1807,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,20,1,10,2,3,0,11,12,2016,1,1,5,1,3,3,3,3,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1808,1,NA,NA,NA,NA,NA,1-----,2,6,27,1,33,2,8,2,9,0,10,10,2014,1,1,5,1,3,3,3,3,3,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1809,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,30,1,4,1,6,0,10,9,2014,1,1,5,1,3,3,3,3,3,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1810,1,NA,NA,NA,NA,NA,1-----,0,6,27,0,37,2,6,2,10,0,10,3,2016,1,1,5,1,3,3,3,3,1,5,2,3,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,1,NA,NA,NA,NA,NA,1-----,1,6,27,0,53,2,16,2,19,0,10,4,2012,1,1,5,1,3,3,3,3,1,5,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1812,1,NA,NA,NA,NA,NA,1-----,2,6,27,0,36,2,6,2,9,0,10,9,2012,1,1,5,1,3,3,3,3,2,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1813,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,28,2,5,1,7,0,10,7,2013,1,1,5,2,3,3,3,3,2,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1814,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,30,1,8,3,3,0,10,7,2013,1,1,5,2,4,3,3,3,2,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,-99,0,0,NA,NA,NA,NA
1815,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,30,2,6,1,7,0,6,7,2013,1,1,5,1,2,2,2,4,3,4,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1816,1,NA,NA,NA,NA,NA,1-----,2,6,27,0,32,1,7,2,11,0,11,7,2014,1,1,5,1,2,2,2,4,4,4,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1817,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,34,1,10,4,9,0,11,7,2014,1,1,5,1,1,2,2,4,4,4,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1818,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,22,3,4,4,4,0,11,10,2015,1,1,5,1,-98,-98,1,4,4,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1819,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,63,1,2,1,2,0,11,8,2014,1,1,5,1,-98,2,-98,4,3,1,-98,3,-98,-98,0,0,0,0,1,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,39,1,5,2,6,0,10,9,2012,1,1,5,1,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA
1821,NA,1,NA,NA,NA,NA,-1----,2,6,27,1,35,2,11,4,5,0,6,9,2012,1,1,5,1,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
1822,1,NA,NA,NA,NA,NA,1-----,2,6,27,1,36,1,7,2,7,0,11,9,2014,1,1,5,1,1,1,2,4,3,4,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1823,1,NA,2,NA,NA,NA,1-2---,0,6,27,1,33,1,3,2,8,0,10,9,2011,1,1,5,1,-98,-98,-98,4,3,4,2,-98,-98,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,1,NA,2,NA,NA,NA,1-2---,0,6,27,1,23,2,2,2,3,0,10,9,2014,1,1,5,1,1,1,2,4,2,2,2,3,2,-98,0,-99,0,-99,1,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,NA,1,NA,NA,NA,NA,-1----,3,6,27,1,60,1,15,3,15,0,7,6,2012,1,1,5,4,1,-98,1,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1826,NA,1,NA,NA,NA,NA,-1----,0,6,27,1,61,1,7,3,7,0,7,7,2012,1,1,5,3,1,1,1,4,4,1,-98,-98,-98,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1827,NA,1,NA,NA,NA,NA,-1----,3,6,27,1,22,2,15,3,15,0,7,6,2012,1,1,5,4,1,1,1,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1828,NA,1,NA,NA,NA,NA,-1----,1,6,27,1,27,1,14,3,15,0,7,1,2012,1,1,5,4,1,1,1,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,-99,0,NA,NA,NA,NA
1829,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,35,1,15,2,15,0,7,5,2012,1,1,5,3,1,1,1,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,-99,0,NA,NA,NA,NA
1830,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,42,2,8,2,15,0,7,7,2012,1,1,5,3,1,1,1,4,4,5,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1831,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,42,2,7,2,7,0,7,6,2012,1,1,5,3,1,1,1,4,4,1,-98,-98,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,NA,NA,NA,NA,NA,NA,------,2,6,27,1,21,2,8,2,11,0,7,7,2012,1,1,5,3,1,1,1,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1833,NA,NA,NA,NA,NA,NA,------,2,6,27,1,25,1,4,2,11,0,7,6,2012,1,1,5,3,1,2,2,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1834,1,NA,NA,NA,NA,NA,1-----,2,6,27,1,21,3,7,2,8,0,7,8,2013,1,1,5,3,1,1,1,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1835,NA,1,NA,NA,NA,NA,-1----,3,5,23,1,40,2,7,2,7,1,12,4,2012,1,1,4,1,1,1,1,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1836,NA,NA,NA,NA,NA,NA,------,3,5,23,0,36,2,6,1,6,1,6,9,2012,1,1,4,1,3,3,1,4,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1837,NA,1,NA,NA,NA,NA,-1----,3,5,23,0,46,2,10,2,10,1,11,5,2012,1,1,4,1,1,1,1,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1838,NA,1,NA,NA,NA,NA,-1----,3,5,23,0,51,1,11,2,9,1,12,5,2013,1,1,4,1,2,1,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1839,NA,1,NA,NA,NA,NA,-1----,2,5,23,0,47,2,9,2,9,1,11,6,2014,1,1,5,1,3,3,1,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1840,NA,1,NA,NA,NA,2,-1---2,2,5,23,0,37,2,7,2,7,1,7,9,2015,1,1,4,1,3,3,1,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1841,NA,1,NA,NA,NA,NA,-1----,1,5,23,0,31,1,5,1,5,1,10,4,2015,1,1,5,1,1,2,2,4,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1842,NA,1,NA,NA,NA,NA,-1----,2,5,23,1,51,1,12,2,7,1,7,3,2012,1,1,4,1,2,2,2,4,3,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1843,NA,1,NA,NA,NA,NA,-1----,3,5,23,0,38,2,8,2,8,1,10,9,2012,1,1,5,1,2,2,1,4,3,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1844,NA,1,NA,NA,NA,NA,-1----,2,5,23,0,32,2,14,3,5,1,11,3,2012,1,1,5,3,3,2,2,4,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1845,NA,1,NA,NA,NA,NA,-1----,2,5,23,0,46,3,13,3,6,1,10,6,2014,1,1,4,1,2,1,2,4,2,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1846,NA,1,NA,NA,NA,NA,-1----,2,5,23,0,33,3,7,2,7,1,10,9,2013,1,1,5,2,2,3,2,4,3,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
1847,NA,1,NA,NA,NA,NA,-1----,2,5,23,0,31,2,12,3,7,1,11,5,2014,1,1,4,1,1,2,1,4,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
1848,NA,1,NA,NA,NA,NA,-1----,0,5,23,0,33,2,7,2,6,1,13,8,2013,1,1,4,1,2,2,1,4,3,4,2,2,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,NA,1,NA,NA,NA,NA,-1----,0,5,23,0,40,2,8,2,8,1,10,9,2014,1,1,4,1,2,2,2,4,3,2,2,2,3,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,NA,1,NA,NA,NA,2,-1---2,0,5,23,0,32,2,12,2,7,1,11,8,2013,1,1,5,2,2,2,1,4,3,4,2,2,3,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,NA,1,NA,NA,NA,NA,-1----,3,5,23,1,27,3,15,3,8,1,11,10,2013,1,1,4,2,2,3,2,4,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1852,NA,1,NA,NA,NA,NA,-1----,2,5,23,1,43,2,11,2,8,1,11,4,2012,1,1,4,1,2,2,2,4,3,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1853,NA,1,NA,NA,NA,NA,-1----,3,5,23,1,35,1,7,2,7,1,10,6,2013,1,1,5,1,2,2,2,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1854,NA,1,NA,NA,NA,NA,-1----,2,5,23,0,42,1,10,2,10,1,12,5,2014,1,1,4,1,3,2,-98,4,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1855,NA,1,NA,NA,NA,2,-1---2,0,5,23,0,32,3,14,3,6,1,11,11,2014,1,1,5,2,2,1,1,4,2,4,2,2,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,NA,1,NA,NA,NA,NA,-1----,1,2,7,1,41,2,7,2,7,1,12,8,2013,1,1,4,1,1,2,2,4,3,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1857,NA,1,NA,NA,NA,NA,-1----,0,2,7,1,34,2,6,1,6,1,11,6,2013,1,1,5,1,3,2,2,4,3,2,2,-98,2,2,1,0,1,0,1,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,NA,1,NA,NA,NA,NA,-1----,0,2,7,0,47,2,16,3,8,1,7,9,2014,1,1,5,2,1,2,2,4,2,4,2,1,1,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,NA,1,NA,NA,NA,NA,-1----,2,2,7,1,46,2,13,2,6,1,12,3,2013,1,1,4,1,1,1,2,4,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1860,NA,1,NA,NA,NA,NA,-1----,3,2,7,1,29,2,5,1,5,1,11,10,2013,1,1,4,1,1,1,1,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1861,NA,1,NA,NA,NA,NA,-1----,2,2,7,0,60,1,16,2,9,1,10,8,2013,1,1,4,1,2,2,1,4,4,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1862,NA,1,NA,NA,NA,2,-1---2,2,2,7,0,35,2,8,2,8,1,11,10,2012,1,1,5,1,3,3,1,4,2,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1863,NA,1,NA,NA,NA,NA,-1----,2,2,7,0,38,2,9,2,9,1,11,6,2012,1,1,5,2,2,2,1,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1864,NA,1,NA,NA,NA,NA,-1----,1,2,7,1,51,1,8,2,8,1,6,7,2013,1,1,5,1,1,1,1,4,4,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1865,NA,1,NA,NA,NA,NA,-1----,1,2,7,0,44,2,12,2,7,1,10,4,2013,1,1,5,1,2,2,2,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1866,NA,1,NA,NA,NA,NA,-1----,2,2,7,0,54,1,9,2,9,1,11,7,2013,1,1,4,2,1,1,1,4,3,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1867,NA,1,NA,NA,NA,NA,-1----,1,2,4,0,32,3,6,1,4,1,11,5,2014,1,1,3,1,1,2,1,4,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1868,NA,1,NA,NA,NA,NA,-1----,3,2,7,0,37,2,11,2,8,1,7,7,2012,1,1,4,1,2,1,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1869,NA,1,NA,NA,NA,NA,-1----,1,2,7,0,44,2,9,2,7,1,11,8,2013,1,1,4,1,2,2,2,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1870,NA,1,NA,NA,NA,NA,-1----,0,2,7,0,49,2,13,3,8,1,7,3,2013,1,1,5,2,2,3,1,4,2,4,2,2,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,NA,1,NA,NA,NA,NA,-1----,3,2,7,0,55,1,14,3,6,1,11,10,2012,1,1,5,1,2,2,2,4,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1872,NA,1,NA,NA,NA,NA,-1----,0,2,7,1,53,1,15,2,9,1,7,6,2012,1,1,4,1,2,2,1,3,3,2,2,3,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,NA,1,NA,NA,NA,2,-1---2,3,2,7,1,45,1,17,3,8,1,11,8,2012,1,1,4,1,2,2,2,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1874,NA,1,NA,NA,NA,NA,-1----,3,2,7,0,31,2,6,1,6,1,11,5,2012,1,1,5,2,3,3,2,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1875,NA,1,NA,NA,NA,NA,-1----,0,2,7,0,33,2,7,2,5,1,7,4,2014,1,1,5,3,3,3,2,4,4,1,1,3,1,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,NA,1,NA,NA,NA,NA,-1----,1,2,7,1,49,2,9,2,9,1,10,3,2013,1,1,5,1,1,1,1,4,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1877,NA,1,NA,NA,NA,NA,-1----,3,2,7,1,56,1,13,2,7,1,10,10,2011,1,1,4,1,3,2,1,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1878,NA,1,NA,NA,NA,NA,-1----,1,2,7,0,41,1,8,2,8,1,7,3,2012,1,1,5,1,2,2,1,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1879,NA,1,NA,NA,NA,NA,-1----,3,2,7,0,39,3,6,1,6,1,11,9,2012,1,1,4,1,-98,-98,1,4,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1880,1,NA,NA,NA,NA,NA,1-----,2,6,27,0,50,3,11,2,6,0,7,10,2013,1,1,5,4,1,1,1,4,4,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1881,1,NA,NA,NA,NA,NA,1-----,2,6,27,0,57,1,9,2,9,0,7,10,2011,1,1,5,4,1,1,2,4,4,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1882,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,30,1,4,2,6,0,7,9,2013,1,1,5,1,1,1,1,4,4,4,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1883,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,30,1,9,2,10,0,13,11,2016,1,1,5,1,1,1,1,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1884,1,NA,NA,NA,NA,NA,1-----,0,6,27,0,21,2,11,2,12,0,12,10,2013,1,1,1,1,1,1,1,4,4,4,-98,3,-98,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,1,NA,NA,NA,NA,NA,1-----,3,6,27,1,22,4,8,2,3,0,13,10,2016,1,1,5,3,1,1,1,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1886,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,26,1,9,2,10,0,13,11,2016,1,1,5,1,1,2,2,3,4,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1887,1,NA,NA,NA,NA,NA,1-----,1,6,27,0,50,2,8,2,8,0,10,10,2016,1,1,5,3,2,1,1,4,4,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1888,1,NA,NA,NA,NA,NA,1-----,2,6,27,0,50,2,8,2,5,0,11,4,2014,1,1,5,4,2,2,3,4,4,4,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1889,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,27,2,7,2,4,0,10,2,2015,1,1,5,3,2,2,2,4,4,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1890,1,NA,NA,NA,NA,NA,1-----,1,6,27,1,44,1,12,2,12,0,13,2,2013,1,1,5,1,2,2,1,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1891,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,26,1,8,2,11,0,13,4,2014,1,1,5,1,2,2,2,4,4,5,-98,-98,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,30,1,9,2,9,0,13,5,2014,1,1,5,1,2,1,1,4,4,4,2,3,-98,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,21,2,8,2,8,0,13,2,2013,1,1,5,1,2,2,2,4,3,1,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,60,1,5,1,5,0,13,8,2015,1,1,5,4,1,1,1,3,4,1,2,3,2,-98,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,1,NA,NA,NA,NA,NA,1-----,0,6,27,1,25,1,5,2,6,0,13,8,2013,1,1,5,4,1,1,1,4,1,1,-98,-98,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
