unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohafaza,caza,q5,q6,q7,q8,q9,q10,q11,q13,q14a,q14b,q15b,q16,q17,q18,q19a,q19b,q19c,q19d,q21,q22,q23a,q23b,q23c,q23d,q36a,q36b,q36c,q36d,q37a,q37b,q37c,q37d,q38a,q38b,q38c,q38d,q39a,q39b,q39c,q39d,q40,q41,q42,q43
335,NA,NA,NA,NA,NA,NA,------,0,6,25,0,42,2,9,2,8,2,11,4,2012,1,1,5,1,4,3,4,4,4,1,2,3,-98,-98,1,0,-99,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,1,NA,2,NA,NA,NA,1-2---,3,6,25,0,22,3,14,4,11,3,5,3,2013,1,1,5,3,3,3,4,4,2,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
337,NA,NA,NA,NA,NA,NA,------,0,6,25,1,24,3,11,2,4,0,11,5,2013,2,1,5,3,-98,-98,-98,4,4,1,2,1,-98,1,1,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,1,NA,2,NA,NA,NA,1-2---,0,6,25,1,23,3,11,2,13,0,11,3,2014,1,1,5,5,1,1,1,4,2,2,2,2,1,1,1,0,0,0,1,0,1,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,1,NA,2,NA,NA,NA,1-2---,3,6,25,1,30,3,15,2,13,0,11,2,2016,1,1,5,4,1,3,4,4,3,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
340,NA,1,NA,NA,NA,2,-1---2,3,6,25,1,52,1,7,2,3,0,7,5,2011,1,1,5,1,1,1,1,3,2,2,2,2,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
341,NA,1,NA,NA,NA,2,-1---2,0,6,25,1,22,2,2,2,5,0,7,5,2012,1,1,5,2,1,1,1,4,4,4,2,-98,-98,-98,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,1,NA,2,NA,3,NA,1-2-3-,3,6,25,0,49,1,7,2,7,0,7,5,2012,1,1,5,1,3,3,3,4,-98,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
343,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,25,2,10,3,4,2,10,10,2014,1,1,5,4,4,4,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
344,NA,NA,NA,NA,NA,NA,------,0,6,25,1,30,2,4,1,8,2,11,9,2011,1,1,5,3,4,4,4,4,4,1,-98,-98,-98,1,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,1,NA,2,NA,NA,NA,1-2---,3,6,25,0,21,3,5,1,7,2,11,6,2012,1,1,5,2,3,4,4,4,4,1,-98,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
346,NA,1,NA,NA,2,NA,-1--2-,0,6,25,1,25,2,8,3,2,2,11,12,2011,1,1,5,3,3,3,3,4,4,1,-98,-98,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,1,NA,NA,NA,2,-1---2,2,6,25,1,25,3,2,1,3,0,11,8,2012,1,1,5,3,3,3,3,4,3,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
348,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,38,3,6,3,9,0,11,7,2015,1,1,5,3,3,3,4,4,2,5,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,23,3,10,3,1,0,10,2,2016,1,1,1,1,3,3,3,4,2,5,-98,1,-98,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,1,NA,NA,NA,NA,NA,1-----,3,6,25,0,26,2,4,1,4,0,11,7,2011,1,1,5,1,4,4,4,4,3,5,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
351,NA,NA,NA,NA,NA,NA,------,0,6,25,0,31,2,9,2,7,1,11,11,2012,1,1,5,3,4,4,4,4,4,1,2,3,-98,-98,1,0,-99,-99,1,0,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,1,NA,NA,NA,2,-1---2,2,6,25,1,30,1,4,2,6,1,11,6,2015,1,1,5,1,4,4,4,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
353,NA,NA,NA,NA,NA,NA,------,3,6,25,0,22,3,13,4,12,4,11,5,2011,1,1,5,4,4,4,4,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
354,NA,NA,NA,1,NA,NA,---1--,2,6,25,0,23,5,13,4,13,4,11,6,2011,1,1,5,5,4,4,4,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
355,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,43,2,12,3,10,0,12,8,2012,1,1,4,4,2,2,2,4,4,-98,-98,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
356,1,NA,NA,NA,NA,NA,1-----,3,6,25,0,35,3,7,2,8,0,12,7,2015,1,1,5,4,1,1,1,4,1,5,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
357,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,25,2,13,2,13,0,12,12,2016,1,1,5,5,1,1,1,3,3,2,-98,2,3,2,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,21,3,11,2,13,2,11,6,2016,1,1,4,1,3,1,3,3,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
359,NA,NA,NA,NA,NA,NA,------,0,6,25,1,21,2,13,4,15,3,11,7,2011,1,1,5,3,3,3,3,4,4,1,2,3,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,NA,NA,1,NA,NA,---1--,2,6,25,1,25,2,13,2,13,3,12,3,2016,1,1,5,3,3,3,3,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
361,1,NA,NA,NA,NA,NA,1-----,3,6,25,0,50,2,11,4,13,0,11,7,2012,1,1,5,3,4,4,4,4,2,5,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
362,1,NA,NA,NA,NA,NA,1-----,0,6,25,0,35,2,11,2,9,0,12,7,2014,1,1,1,1,2,2,2,4,4,5,2,3,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,31,8,12,4,8,0,12,9,2015,1,1,5,2,4,4,4,4,2,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
364,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,55,2,10,2,5,0,12,12,2013,1,1,5,2,-98,-98,3,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
365,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,48,2,17,5,17,0,12,11,2012,1,1,5,3,2,4,2,4,2,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
366,NA,1,NA,NA,NA,2,-1---2,3,6,25,1,38,2,5,1,9,0,12,11,2015,1,1,5,3,1,1,1,4,4,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
367,1,NA,2,NA,NA,NA,1-2---,1,6,25,1,30,3,6,3,7,0,6,11,2013,1,1,5,3,1,1,1,4,3,5,2,3,3,-98,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,-99,NA,NA,NA,NA
368,1,NA,NA,NA,NA,NA,1-----,1,6,25,1,40,1,19,4,21,4,11,5,2012,1,1,5,1,1,1,1,4,3,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA
369,1,NA,2,NA,NA,NA,1-2---,0,6,25,0,48,3,18,3,18,0,11,6,2012,1,1,5,3,2,2,3,4,2,5,2,2,3,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,1,NA,NA,NA,NA,NA,1-----,1,6,25,1,60,1,3,2,6,0,11,6,2015,1,1,5,1,-98,-98,3,4,3,1,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,0,0,0,0,0,0,NA,NA,NA,NA
371,1,NA,2,NA,NA,NA,1-2---,1,6,25,0,26,3,4,3,6,1,10,7,2012,1,1,5,4,1,2,2,4,3,4,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
372,1,NA,NA,NA,NA,NA,1-----,3,6,25,1,22,2,10,2,6,2,10,6,2011,1,1,5,3,1,1,3,4,2,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
373,1,NA,2,NA,NA,NA,1-2---,3,6,25,1,32,2,3,2,5,1,10,6,2012,1,1,5,1,2,2,3,4,3,2,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
374,1,NA,2,NA,NA,NA,1-2---,1,6,25,1,21,3,11,3,3,1,12,4,2014,1,1,5,4,2,3,3,4,3,4,2,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,-99,-99,NA,NA,NA,NA
375,1,NA,NA,NA,NA,NA,1-----,2,6,25,0,39,3,6,3,8,1,10,4,2012,1,1,5,3,3,1,2,4,2,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
376,1,NA,NA,NA,NA,NA,1-----,1,6,25,1,29,1,6,3,6,1,10,5,2013,1,1,5,1,1,2,1,4,2,2,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA
377,1,NA,2,NA,NA,NA,1-2---,2,6,25,1,24,2,15,4,7,0,11,4,2012,1,1,1,1,3,3,3,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
378,1,NA,2,NA,NA,NA,1-2---,3,6,25,1,30,1,7,2,7,0,11,6,2013,1,1,5,3,3,3,3,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
379,1,NA,2,NA,3,NA,1-2-3-,2,6,25,0,28,1,7,2,7,0,11,4,2012,1,1,5,1,4,4,4,4,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
380,1,NA,2,NA,NA,NA,1-2---,3,6,25,1,64,1,15,3,6,0,10,7,2014,1,1,5,1,3,3,3,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
381,1,NA,NA,NA,NA,NA,1-----,0,6,25,0,64,1,15,3,6,0,10,3,2013,1,1,5,1,4,4,4,4,2,2,2,-98,-98,-98,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,56,1,4,3,2,0,11,2,2012,1,1,5,1,4,4,4,4,3,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
383,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,33,1,6,2,6,0,7,7,2013,1,1,5,2,3,3,3,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,NA,NA
384,NA,1,NA,NA,NA,2,-1---2,0,6,25,1,30,1,3,2,5,0,7,9,2012,1,1,5,2,3,3,3,3,4,1,-98,-98,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,NA,1,NA,NA,NA,2,-1---2,0,6,25,1,36,2,5,2,7,0,7,9,2013,1,1,5,2,2,2,2,2,3,1,2,3,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,1,NA,NA,2,NA,-1--2-,0,6,25,1,22,1,2,1,2,0,11,2,2012,1,1,5,1,2,2,2,4,4,1,-98,-98,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,1,NA,NA,NA,NA,NA,1-----,1,6,25,1,35,2,5,2,8,0,12,5,2011,1,1,5,3,3,3,3,4,2,2,2,1,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
388,1,NA,NA,NA,NA,NA,1-----,3,6,25,1,29,1,12,2,12,0,12,11,2016,1,1,5,1,4,4,4,4,2,4,-98,-98,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
389,1,NA,2,NA,NA,NA,1-2---,0,6,25,1,35,2,8,2,7,0,12,2,2017,1,1,5,2,4,4,4,4,2,4,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,1,NA,2,NA,NA,NA,1-2---,0,6,25,1,25,2,8,2,8,0,12,10,2016,1,1,5,3,4,4,4,4,2,5,2,-98,-98,-98,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,57,1,15,4,5,0,12,7,2017,1,1,5,1,4,4,4,4,4,1,2,3,2,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,1,NA,NA,NA,NA,NA,1-----,3,6,25,1,23,2,10,2,4,0,12,2,2012,1,1,5,5,4,4,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
393,1,NA,NA,NA,NA,NA,1-----,0,6,25,0,21,2,7,2,7,0,11,10,2013,1,1,5,2,3,3,3,4,4,1,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,1,NA,NA,NA,NA,NA,1-----,3,6,25,1,30,2,6,3,12,0,10,5,2012,1,1,5,4,4,4,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
395,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,21,2,8,3,5,0,12,4,2017,1,1,5,2,3,3,4,3,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
396,NA,NA,NA,NA,NA,NA,------,1,6,25,0,21,2,8,3,5,0,12,10,2013,1,1,5,2,4,4,4,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
397,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,38,1,9,3,9,0,12,9,2017,1,1,5,3,4,4,4,4,4,1,-98,-98,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,21,2,10,2,8,0,11,6,2017,1,1,5,2,4,4,4,4,4,1,-98,-98,-98,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,NA,NA,1,NA,NA,NA,--1---,1,6,25,1,33,1,7,3,5,0,10,6,2011,1,1,5,5,3,3,3,3,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
400,NA,NA,1,NA,NA,NA,--1---,0,6,25,1,21,2,8,2,7,0,11,9,2011,1,1,1,1,3,3,3,3,4,1,2,-98,-98,3,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,NA,NA,NA,NA,NA,NA,------,0,6,25,0,42,2,2,1,2,1,7,5,2012,1,1,5,3,3,3,3,4,4,4,2,-98,-98,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,NA,NA,NA,NA,NA,------,0,6,25,1,37,3,2,1,2,1,7,3,2012,1,1,5,3,3,3,3,4,4,1,2,3,-98,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,26,1,10,2,5,0,7,5,2011,1,1,5,1,3,3,3,4,2,4,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
404,1,NA,2,NA,NA,NA,1-2---,0,6,25,1,21,2,6,2,4,0,7,6,2011,1,1,5,2,4,4,4,4,4,1,-98,-98,-98,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,NA,NA,1,NA,NA,NA,--1---,0,6,25,0,35,2,8,2,5,0,7,5,2011,1,1,5,3,4,2,2,4,3,5,2,3,-98,-98,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,42,3,9,2,10,0,12,6,2013,1,1,5,2,2,2,3,3,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
407,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,30,2,6,2,2,0,11,7,2013,1,1,5,2,4,4,4,4,-99,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
408,NA,1,NA,NA,NA,NA,-1----,1,6,25,0,57,1,7,4,7,0,12,5,2016,1,1,5,2,4,2,2,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
409,NA,1,NA,NA,2,NA,-1--2-,1,6,25,1,50,1,9,5,5,0,12,2,2012,1,1,5,2,4,4,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
410,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,60,1,5,1,7,0,12,6,2016,1,1,5,1,4,4,4,4,4,1,2,3,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,NA,1,NA,NA,NA,NA,-1----,2,6,25,0,56,1,8,2,7,0,11,6,2013,1,1,5,1,2,2,2,2,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
412,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,22,1,2,1,5,0,11,6,2013,1,1,5,1,4,4,4,4,4,1,2,3,2,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,NA,1,NA,NA,NA,NA,-1----,3,6,25,0,27,2,2,1,6,0,11,8,2014,1,1,5,1,3,3,3,3,2,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
414,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,20,2,2,1,4,0,11,2,2013,1,1,5,1,3,3,3,3,4,5,2,3,2,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,1,NA,NA,NA,NA,NA,1-----,1,6,25,1,47,1,14,3,5,0,12,7,2014,1,1,5,1,3,3,3,3,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,-99,0,NA,NA,NA,NA
416,1,NA,NA,NA,NA,NA,1-----,0,6,25,1,40,1,6,3,7,0,11,7,2013,1,1,5,1,4,4,4,4,4,4,2,3,2,2,1,0,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,NA,1,NA,NA,NA,NA,-1----,1,6,25,1,29,1,6,1,5,0,11,5,2013,1,1,5,1,4,4,4,4,4,4,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
418,NA,1,NA,NA,NA,NA,-1----,3,6,25,1,25,2,5,2,6,1,11,7,2014,1,1,5,2,3,3,3,3,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
419,NA,1,NA,NA,NA,2,-1---2,0,6,25,1,25,1,8,2,2,0,7,6,2014,1,1,5,1,4,4,4,4,4,1,2,3,2,-98,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,1,NA,NA,NA,2,-1---2,2,6,25,1,31,2,8,2,6,0,7,7,2013,1,1,1,1,3,3,3,3,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
421,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,37,2,5,1,7,0,6,7,2011,1,1,1,1,2,2,2,2,2,1,2,3,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,NA,1,NA,NA,NA,NA,-1----,2,6,25,0,30,1,6,1,6,0,7,7,2014,1,1,5,1,2,2,2,2,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
423,NA,1,NA,NA,NA,NA,-1----,0,6,25,0,60,1,8,3,5,0,7,7,2011,1,1,5,1,2,2,3,4,3,1,-98,-98,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,NA,1,NA,NA,NA,NA,-1----,2,6,25,1,33,1,6,1,7,0,6,7,2013,1,1,1,1,2,2,2,2,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
425,1,NA,2,NA,NA,NA,1-2---,2,6,25,0,22,3,7,2,7,0,11,11,2014,1,1,5,2,2,3,3,4,2,5,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
426,1,NA,2,NA,NA,NA,1-2---,1,6,25,1,38,1,3,1,2,0,11,8,2014,1,1,5,1,1,1,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,-99,0,NA,NA,NA,NA
427,NA,NA,NA,NA,NA,NA,------,0,6,25,0,44,1,5,2,9,0,11,4,2014,1,1,5,1,2,2,3,4,2,5,2,3,3,2,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,NA,1,NA,NA,NA,2,-1---2,1,6,25,1,30,1,6,2,7,0,11,4,2014,1,1,5,1,2,1,2,4,2,4,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
429,1,NA,2,NA,NA,NA,1-2---,0,6,25,0,51,1,3,4,5,0,11,4,2013,1,1,5,1,1,1,1,4,2,5,2,-98,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,1,NA,2,NA,NA,NA,1-2---,1,6,25,1,34,3,19,4,6,0,12,5,2014,1,1,5,2,1,1,1,4,3,5,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,NA,NA,NA,NA
431,2,NA,1,NA,NA,NA,2-1---,3,6,25,0,23,3,11,3,4,3,12,4,2012,1,1,5,3,3,3,3,4,2,5,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
432,1,NA,NA,NA,NA,NA,1-----,3,6,25,0,49,3,7,2,7,0,11,6,2015,1,1,5,3,1,1,1,1,2,5,2,2,3,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
433,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,43,1,7,2,7,0,11,6,2013,1,1,5,1,1,1,2,4,2,4,2,3,3,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
434,1,NA,NA,NA,NA,NA,1-----,2,6,25,1,60,1,10,2,5,0,12,5,2014,1,1,5,1,1,1,1,4,3,2,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,NA
435,NA,1,NA,NA,NA,NA,-1----,3,2,4,0,31,3,9,3,4,1,12,7,2011,1,1,5,2,3,2,1,4,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
436,NA,1,NA,NA,NA,2,-1---2,3,6,25,1,22,2,9,2,4,1,11,4,2013,1,1,5,4,1,1,1,4,3,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99
