unit,scott,hodge,taylor,liu,thao,delafuente,villanueva,reimann,jordan,reid,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
207,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1---------,0,48,Female,White,Other Party,Some college but no degree,Likely,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)
208,NA,NA,NA,NA,3,NA,1,NA,NA,2,----3-1--2,0,59,Female,White,Independent,Some college but no degree,Very unlikely,Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)
209,2,NA,NA,NA,3,NA,1,NA,NA,NA,2---3-1---,0,36,Female,Asian and Pacific Islanders,Republican,Bachelor's degree,Very likely,Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)
210,NA,3,NA,NA,1,NA,NA,NA,2,NA,-3--1---2-,0,18,Other,Latino or Hispanic,Other Party,Some college but no degree,Other,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)
211,NA,NA,NA,NA,1,NA,2,3,NA,NA,----1-23--,0,34,Female,Asian and Pacific Islanders,Democrat,Some college but no degree,Unlikely,Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)
212,NA,NA,NA,1,NA,NA,NA,3,2,NA,---1---32-,0,50,Prefer not to tell,Other,Other Party,Less than high school diploma,Very unlikely,John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)
213,NA,NA,2,NA,1,NA,3,NA,NA,NA,--2-1-3---,0,41,Female,White,Democrat,Associate degree,I already voted using in-person Early Voting,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)
214,NA,1,NA,NA,NA,NA,2,NA,NA,3,-1----2--3,0,37,Male,White,Democrat,Bachelor's degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)
215,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,------1---,0,33,Female,Black or African American,Democrat,Some college but no degree,I already voted using Vote-by-Mail,Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)
216,NA,NA,NA,NA,NA,2,1,NA,NA,NA,-----21---,0,41,Male,White,Democrat,Master's degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)
217,NA,1,NA,NA,3,NA,NA,NA,NA,2,-1--3----2,0,36,Male,Latino or Hispanic,Republican,High school diploma or equivalent,Likely,Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)
218,2,NA,NA,NA,NA,NA,1,NA,NA,3,2-----1--3,0,18,Female,Latino or Hispanic,Democrat,High school diploma or equivalent,Likely,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)
219,NA,2,NA,NA,NA,3,1,NA,NA,NA,-2---31---,0,36,Female,Latino or Hispanic,Democrat,Associate degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)
220,2,NA,1,NA,3,NA,NA,NA,NA,NA,2-1-3-----,0,31,Male,White,Democrat,Bachelor's degree,Very likely,John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)
221,NA,2,3,NA,NA,NA,NA,NA,1,NA,-23-----1-,0,42,Male,White,Democrat,Bachelor's degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)
222,NA,2,NA,NA,3,NA,1,NA,NA,NA,-2--3-1---,0,28,Male,White,Democrat,Some college but no degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)
223,NA,NA,2,NA,1,NA,3,NA,NA,NA,--2-1-3---,0,18,Male,Latino or Hispanic,Independent,High school diploma or equivalent,Very likely,Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)
224,NA,NA,3,NA,2,NA,NA,NA,NA,1,--3-2----1,0,22,Female,White,Democrat,Associate degree,Very likely,John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)
225,NA,NA,NA,2,NA,1,3,NA,NA,NA,---2-13---,0,53,Female,Asian and Pacific Islanders,Independent,Some college but no degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)
226,NA,NA,NA,NA,3,2,NA,1,NA,NA,----32-1--,0,62,Female,White,Republican,Master's degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)
227,1,NA,NA,NA,NA,3,2,NA,NA,NA,1----32---,0,21,Male,Black or African American,Democrat,Some college but no degree,Very likely,Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)
228,NA,NA,NA,2,NA,3,1,NA,NA,NA,---2-31---,0,42,Female,White,Democrat,Bachelor's degree,Very likely,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)
229,2,3,NA,NA,NA,NA,NA,NA,NA,1,23-------1,0,18,Male,Black or African American,Democrat,Bachelor's degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)
230,NA,NA,NA,NA,3,NA,2,NA,NA,1,----3-2--1,0,41,Male,Black or African American,Democrat,Some college but no degree,Very likely,Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)
231,NA,2,1,NA,NA,NA,3,NA,NA,NA,-21---3---,0,38,Female,White,Democrat,Master's degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)
232,NA,NA,2,NA,3,NA,NA,NA,NA,1,--2-3----1,0,60,Female,White,Independent,Bachelor's degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)
233,NA,NA,NA,2,1,3,NA,NA,NA,NA,---213----,0,34,Female,Asian and Pacific Islanders,Democrat,Associate degree,Very unlikely,Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)
234,NA,2,NA,NA,NA,NA,NA,NA,3,1,-2------31,0,18,Male,Latino or Hispanic,Independent,High school diploma or equivalent,Likely,Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)
235,NA,3,2,NA,1,NA,NA,NA,NA,NA,-32-1-----,0,27,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)
236,NA,NA,NA,3,NA,NA,1,2,NA,NA,---3--12--,0,34,Male,Other,Other Party,Doctorate degree,I already voted using Vote-by-Mail,Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)
237,NA,1,3,NA,NA,NA,NA,NA,NA,2,-13------2,0,32,Female,Latino or Hispanic,Democrat,Associate degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)
238,3,NA,1,NA,2,NA,NA,NA,NA,NA,3-1-2-----,0,31,Male,Other,Democrat,Bachelor's degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)
239,NA,NA,2,NA,1,NA,NA,NA,NA,3,--2-1----3,0,28,Female,White,Republican,Associate degree,Unlikely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)
240,NA,NA,NA,NA,1,2,3,NA,NA,NA,----123---,0,37,Female,Latino or Hispanic,Independent,Associate degree,I already voted using Vote-by-Mail,Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)
241,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,------1---,0,51,Female,White,Democrat,Master's degree,Very likely,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)
242,NA,1,NA,NA,NA,NA,NA,2,NA,NA,-1-----2--,0,20,Male,Other,Other Party,Less than high school diploma,Very unlikely,Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)
243,1,NA,NA,NA,3,2,NA,NA,NA,NA,1---32----,0,44,Male,White,Democrat,Master's degree,Very likely,Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)
244,NA,3,1,NA,NA,2,NA,NA,NA,NA,-31--2----,0,71,Female,White,Democrat,Master's degree,I already voted using Vote-by-Mail,Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)
245,NA,1,NA,NA,NA,NA,NA,NA,2,3,-1------23,0,21,Female,Latino or Hispanic,Independent,Bachelor's degree,Unlikely,Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)
246,2,NA,3,NA,NA,1,NA,NA,NA,NA,2-3--1----,0,31,Male,Latino or Hispanic,Democrat,Some college but no degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)
247,NA,3,NA,NA,1,NA,2,NA,NA,NA,-3--1-2---,0,22,Male,Black or African American,Democrat,Bachelor's degree,Very likely,Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)
248,NA,3,NA,NA,NA,NA,2,NA,1,NA,-3----2-1-,0,32,Male,American Indian and Alaska Native,Independent,High school diploma or equivalent,Unlikely,Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)
249,NA,NA,NA,1,3,NA,NA,NA,2,NA,---13---2-,0,22,Male,Black or African American,Republican,High school diploma or equivalent,Very likely,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)
250,1,NA,NA,NA,NA,NA,NA,NA,2,3,1-------23,0,30,Female,Black or African American,Democrat,Some college but no degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)
251,2,1,3,NA,NA,NA,NA,NA,NA,NA,213-------,0,30,Female,Asian and Pacific Islanders,Democrat,Doctorate degree,Likely,Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)
252,NA,NA,NA,NA,1,NA,NA,NA,2,3,----1---23,0,35,Female,White,Democrat,Bachelor's degree,I already voted using Vote-by-Mail,Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)
253,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,----1-----,0,20,Female,Asian and Pacific Islanders,Democrat,Some college but no degree,Likely,Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)
254,NA,NA,3,NA,NA,NA,2,NA,NA,1,--3---2--1,0,56,Female,White,Democrat,Some college but no degree,Likely,Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)
255,NA,3,NA,2,NA,NA,NA,NA,NA,1,-3-2-----1,0,40,Prefer not to tell,Other,Other Party,Prefer not to say,I already voted using in-person Early Voting,Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)
