unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohfz,caza,q5,q7,q8,q10,q11,q12,q13,q15,q16a,q16b,q19b,q21,q22,q23,q24a,q24b,q24c,q24d,q25,q26,q27a,q27c,q27d,q27e,q44a,q44b,q44c,q44d,q45a,q45b,q45c,q45d,q46a,q46b,q46c,q46d,q47a,q47b,q47c,q47d,q48z,q49z,q50z,q51z
512,NA,1,NA,NA,3,2,-1--32,1,3,301,0,46,2,3,2,2,1,6,11,2013,1,1,1,1,3,3,3,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
513,1,NA,NA,NA,NA,NA,1-----,0,3,301,0,21,3,4,2,2,1,1,4,2014,1,1,5,2,1,1,3,4,3,1,2,2,2,1,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,NA,1,NA,NA,2,NA,-1--2-,2,3,301,0,30,4,6,2,2,1,1,10,2012,1,1,5,1,2,2,3,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
515,NA,1,NA,NA,NA,2,-1---2,0,3,301,0,25,4,5,2,2,1,9,10,2013,1,1,2,2,1,1,3,4,4,1,2,2,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,NA,1,NA,NA,2,NA,-1--2-,0,3,301,0,56,3,5,3,5,2,4,5,2012,1,1,5,3,4,4,4,4,1,5,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,NA,NA,NA,NA,NA,NA,------,2,3,301,0,38,3,5,2,5,1,4,2,2013,1,1,5,1,1,1,2,4,3,1,2,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
518,NA,1,NA,NA,NA,NA,-1----,3,3,301,0,37,3,3,2,3,1,1,4,2013,1,1,2,2,1,1,1,1,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
519,NA,2,NA,NA,1,NA,-2--1-,3,3,301,0,51,2,3,2,3,1,11,11,2012,3,1,2,2,1,1,3,4,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
520,NA,1,NA,NA,2,NA,-1--2-,2,3,301,0,23,8,3,2,4,2,5,3,2013,1,1,1,1,1,1,1,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
521,NA,1,NA,NA,NA,NA,-1----,3,3,301,1,42,2,2,1,2,1,7,6,2012,1,1,5,3,1,1,1,4,3,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
522,NA,2,NA,NA,1,NA,-2--1-,0,3,301,0,26,5,4,3,2,1,14,7,2013,3,1,1,1,2,2,3,4,2,4,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,NA,1,NA,NA,NA,2,-1---2,3,3,301,0,32,2,4,2,2,1,9,6,2013,1,-99,1,1,1,2,2,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
524,NA,NA,NA,NA,NA,NA,------,2,3,301,1,35,8,4,2,4,2,13,10,2013,1,1,5,1,1,1,2,4,4,1,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
525,NA,1,NA,NA,NA,NA,-1----,0,3,301,0,38,8,5,2,2,1,12,8,2012,1,1,1,1,1,1,3,4,2,2,2,3,1,1,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,NA,1,NA,NA,3,2,-1--32,2,3,301,1,41,5,4,2,4,2,11,4,2013,1,2,2,1,1,1,1,3,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
527,NA,1,NA,NA,3,2,-1--32,1,3,301,0,27,2,3,2,2,1,14,6,2012,1,1,1,1,1,1,1,3,3,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
528,NA,1,NA,NA,NA,NA,-1----,0,3,301,0,23,8,6,3,3,1,11,7,2013,1,1,2,2,2,2,3,4,2,4,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,NA,1,NA,NA,NA,2,-1---2,0,3,301,1,49,2,4,3,5,2,10,9,2013,1,1,5,2,1,1,3,4,4,1,3,-98,-98,1,0,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,NA,NA,NA,NA,NA,NA,------,0,3,301,0,28,4,7,3,3,2,5,3,2012,1,11,1,1,1,1,3,4,2,2,2,2,1,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,NA,1,NA,NA,NA,2,-1---2,0,3,301,1,26,3,3,2,5,2,10,6,2013,1,1,5,2,3,3,3,4,3,1,2,2,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,NA,1,NA,NA,NA,2,-1---2,2,3,301,0,34,6,3,3,3,2,4,7,2013,1,1,2,1,1,1,1,3,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
533,NA,1,NA,NA,3,2,-1--32,3,3,301,0,29,5,3,2,3,2,4,3,2014,1,1,1,1,1,1,3,4,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
534,NA,1,NA,NA,NA,2,-1---2,2,3,301,1,41,6,3,3,3,2,5,7,2012,1,2,5,2,2,2,3,4,3,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
535,NA,1,NA,NA,3,2,-1--32,1,3,301,0,49,4,4,2,4,2,5,11,2012,1,1,2,2,2,2,4,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
536,NA,1,NA,NA,NA,NA,-1----,1,3,301,0,38,3,3,2,3,2,11,8,2012,1,1,2,2,2,2,3,3,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
537,NA,1,NA,NA,NA,2,-1---2,0,6,601,0,32,5,4,3,2,1,5,5,2014,1,2,2,2,2,2,3,4,2,4,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,NA,1,NA,NA,NA,2,-1---2,1,3,302,1,23,3,4,2,3,2,11,7,2013,1,1,1,1,1,1,1,4,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
539,NA,1,NA,NA,2,3,-1--23,3,3,302,1,41,2,4,2,4,1,11,9,2013,1,1,5,1,-98,-98,-98,3,4,1,1,2,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
540,NA,2,NA,NA,1,NA,-2--1-,1,3,301,0,27,4,6,3,4,2,5,2,2012,1,1,2,1,2,2,2,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
541,NA,1,NA,NA,NA,NA,-1----,3,3,301,1,22,3,2,2,2,1,5,2,2012,1,1,5,3,1,1,4,4,3,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
542,NA,1,NA,NA,3,2,-1--32,0,3,301,0,24,4,2,3,2,2,11,6,2013,1,1,1,1,1,1,2,4,1,5,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,NA,1,NA,NA,3,2,-1--32,3,3,301,0,32,8,5,3,3,1,11,4,2013,1,-99,1,1,1,1,1,1,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
544,NA,1,NA,NA,NA,NA,-1----,1,3,301,0,39,2,4,3,2,1,10,3,2012,1,1,5,3,1,2,3,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
545,NA,1,NA,NA,NA,NA,-1----,1,3,301,1,29,3,5,2,4,1,6,5,2012,1,1,5,1,1,1,3,4,2,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
546,NA,1,NA,NA,NA,2,-1---2,3,3,301,1,32,2,5,2,2,1,9,2,2012,1,11,2,2,1,1,2,4,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
547,NA,NA,NA,NA,NA,NA,------,3,3,301,0,36,2,4,2,3,1,11,7,2013,1,-99,1,1,1,1,2,4,2,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
548,NA,1,NA,NA,NA,2,-1---2,3,3,301,1,48,2,2,2,2,1,7,10,2012,1,1,5,2,1,1,1,3,4,1,2,2,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
549,NA,1,NA,NA,NA,2,-1---2,3,3,301,0,34,3,3,2,2,1,5,3,2014,1,2,2,1,4,4,4,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
550,1,NA,NA,NA,NA,NA,1-----,1,3,301,0,29,2,7,3,4,1,1,4,2012,1,1,5,3,3,3,3,3,3,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
551,1,NA,2,NA,NA,NA,1-2---,3,3,301,0,37,1,3,3,5,1,11,8,2013,1,1,5,1,2,2,3,3,2,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
552,NA,NA,NA,NA,NA,NA,------,3,3,301,0,32,5,3,3,2,1,9,8,2013,1,-99,1,1,1,1,1,1,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
553,1,NA,2,NA,NA,NA,1-2---,1,3,301,1,24,3,4,2,3,1,10,7,2012,1,1,1,1,1,1,1,3,4,2,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
554,NA,1,NA,NA,NA,NA,-1----,0,3,301,1,31,3,4,2,3,1,5,4,2013,1,1,5,1,1,1,3,4,3,2,2,2,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,1,NA,NA,NA,NA,-1----,2,3,301,0,41,1,5,2,5,1,13,6,2013,1,1,5,1,3,3,4,4,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
556,NA,1,NA,NA,NA,2,-1---2,1,3,302,1,46,5,4,3,3,2,4,8,2013,1,2,2,2,2,2,3,3,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
557,NA,NA,NA,NA,NA,NA,------,0,3,301,1,41,2,3,3,3,2,4,7,2013,1,1,2,2,1,1,1,3,3,3,2,3,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,1,NA,NA,NA,NA,NA,1-----,0,3,301,0,45,8,2,2,4,2,11,6,2013,1,1,2,1,4,4,4,4,2,2,2,3,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,1,NA,NA,NA,NA,NA,1-----,1,3,301,1,43,2,3,1,5,2,1,4,2013,1,1,5,1,-98,-98,-98,3,4,1,-98,-98,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA
560,NA,1,NA,NA,2,NA,-1--2-,2,3,301,0,35,8,13,3,3,1,10,3,2013,1,1,1,1,1,1,1,3,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
561,1,NA,NA,NA,NA,NA,1-----,0,3,301,1,34,3,3,1,5,2,1,5,2012,1,1,5,3,2,2,2,4,4,1,2,2,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,NA,NA,NA,NA,------,2,3,301,0,25,3,2,1,2,1,12,6,2014,1,1,5,1,4,4,4,4,2,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
563,NA,1,NA,NA,NA,2,-1---2,3,3,301,1,43,8,2,2,3,2,11,6,2013,1,1,1,1,1,1,1,3,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
564,1,NA,NA,NA,NA,NA,1-----,2,3,301,0,23,3,4,2,2,2,1,4,2012,1,1,5,3,-98,-98,-98,3,4,1,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
565,NA,1,NA,NA,NA,2,-1---2,0,3,301,0,38,8,5,2,5,1,6,5,2012,1,-99,1,1,1,1,1,3,1,5,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,1,NA,NA,NA,NA,NA,1-----,2,3,301,0,51,1,2,3,3,1,13,4,2013,1,1,1,1,2,2,3,3,3,1,1,2,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
567,NA,1,NA,NA,NA,NA,-1----,2,3,301,1,61,1,6,2,3,1,11,7,2013,1,1,5,1,-98,-98,-98,3,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
568,NA,1,NA,NA,NA,2,-1---2,3,3,301,1,54,2,2,3,4,2,11,3,2014,1,1,5,3,2,2,3,3,3,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
569,NA,2,NA,NA,1,3,-2--13,1,3,301,1,39,3,3,2,6,2,5,5,2013,3,1,5,2,1,1,3,3,3,4,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
570,NA,2,NA,NA,1,NA,-2--1-,3,3,301,1,29,4,2,2,2,1,5,2,2014,3,1,5,1,1,1,1,3,4,2,2,-98,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
571,NA,1,NA,NA,NA,2,-1---2,0,3,301,1,23,3,4,2,2,1,5,4,2014,1,1,1,1,1,1,1,3,4,1,-98,-98,-98,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,1,NA,NA,NA,2,-1---2,3,3,301,1,34,8,2,2,2,1,5,8,2013,1,2,5,2,1,1,1,4,4,2,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
573,NA,1,NA,NA,3,2,-1--32,3,3,301,0,28,8,3,1,5,2,5,3,2013,1,1,5,1,2,2,3,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
574,NA,1,NA,NA,NA,2,-1---2,2,3,301,0,48,8,2,3,4,2,5,4,2013,1,11,5,1,4,4,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
575,NA,1,NA,NA,NA,2,-1---2,1,3,301,1,34,5,3,2,4,1,5,4,2013,1,2,5,4,4,4,4,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
576,NA,NA,NA,NA,NA,NA,------,1,3,301,0,23,3,3,1,3,1,1,7,2012,1,1,2,1,1,1,2,3,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
577,NA,1,NA,NA,NA,2,-1---2,0,3,302,1,41,2,4,2,4,1,5,4,2013,1,1,5,1,2,2,2,3,4,1,-98,-98,-98,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,1,NA,NA,NA,2,-1---2,1,3,302,0,21,2,4,2,3,1,11,6,2013,1,1,1,1,-98,-98,-98,3,3,1,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
579,NA,1,NA,NA,NA,2,-1---2,0,3,302,0,37,8,3,2,3,2,5,11,2012,1,11,1,1,1,1,1,3,3,4,2,3,1,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,1,NA,NA,NA,NA,-1----,1,3,302,1,33,4,3,2,3,1,4,3,2011,1,1,5,3,3,3,4,4,3,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
581,NA,1,NA,NA,NA,2,-1---2,2,3,301,0,26,3,7,2,4,1,11,8,2013,1,1,1,1,1,1,1,3,3,1,2,2,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
582,NA,1,NA,NA,3,2,-1--32,2,3,302,0,61,2,2,2,4,2,5,9,2012,1,2,5,3,2,2,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
583,NA,1,NA,NA,NA,2,-1---2,1,3,302,0,28,3,3,2,3,1,5,6,2012,1,-99,1,1,1,1,1,3,3,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
584,NA,1,NA,NA,NA,2,-1---2,1,3,302,0,28,8,2,2,2,1,11,6,2012,1,1,1,1,1,1,1,3,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
585,1,NA,NA,NA,NA,NA,1-----,1,3,302,0,29,2,3,3,5,2,1,4,2013,1,1,1,2,2,2,3,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
586,NA,1,NA,NA,NA,NA,-1----,3,3,302,0,31,6,3,2,3,1,11,4,2013,1,5,2,2,1,1,1,3,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
587,NA,NA,NA,NA,NA,NA,------,0,3,301,0,37,8,3,3,3,2,5,11,2012,1,1,5,3,2,2,3,4,4,3,2,2,2,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,1,NA,NA,NA,NA,-1----,3,3,301,1,38,3,2,1,3,1,10,3,2013,1,1,5,2,-98,-98,-98,3,4,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
589,NA,1,NA,NA,2,NA,-1--2-,1,3,301,1,37,2,4,2,4,1,11,8,2013,1,1,5,1,1,1,3,4,4,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
590,NA,1,NA,NA,NA,2,-1---2,3,3,301,1,24,3,4,2,2,2,5,7,2013,1,2,5,1,2,2,3,3,4,2,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
591,NA,1,NA,NA,3,2,-1--32,1,3,301,0,29,5,3,2,3,2,5,11,2012,1,2,2,1,1,1,1,3,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
592,NA,1,NA,NA,NA,2,-1---2,1,3,302,0,36,8,5,2,3,1,9,6,2012,1,11,2,1,2,2,3,3,4,1,2,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
593,NA,1,NA,NA,3,2,-1--32,3,3,302,1,28,4,3,1,3,1,4,8,2012,1,1,5,3,2,2,3,3,3,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
594,NA,NA,NA,NA,NA,NA,------,0,3,302,0,26,3,2,1,5,1,4,10,2013,1,1,5,2,1,1,4,4,3,2,2,-98,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,NA,1,NA,NA,NA,2,-1---2,2,3,302,0,39,8,4,2,4,2,6,6,2012,1,1,1,1,2,2,3,3,2,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
596,NA,1,NA,NA,NA,2,-1---2,2,3,302,0,38,8,5,2,4,1,1,3,2013,1,1,2,2,3,3,3,3,2,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
597,NA,1,NA,NA,NA,2,-1---2,0,3,302,0,27,2,6,2,2,1,10,2,2013,1,1,1,1,1,1,1,3,3,3,2,-98,-98,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,NA,2,NA,NA,1,NA,-2--1-,2,3,302,1,43,2,5,2,4,1,11,11,2012,3,1,5,2,1,1,1,3,3,1,2,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
599,NA,1,NA,NA,NA,2,-1---2,1,3,302,1,32,3,3,2,5,2,11,7,2013,1,1,5,2,1,1,3,3,4,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
600,NA,1,NA,NA,NA,NA,-1----,0,3,302,1,23,4,4,2,4,2,5,11,2012,1,1,5,1,1,1,1,3,4,1,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,NA,1,NA,NA,NA,2,-1---2,3,3,302,1,45,6,3,2,3,1,5,2,2013,1,1,5,2,3,3,4,4,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
602,NA,1,NA,NA,NA,NA,-1----,1,3,302,0,58,1,3,3,2,1,11,4,2013,1,1,5,1,2,2,3,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
603,NA,1,NA,NA,NA,2,-1---2,1,3,302,1,52,1,3,2,4,2,1,4,2012,1,1,1,1,3,3,3,3,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
604,NA,1,NA,NA,NA,2,-1---2,0,3,302,1,38,2,4,2,4,1,11,7,2012,1,1,5,3,4,4,4,4,3,1,1,2,-98,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,NA,1,NA,NA,NA,2,-1---2,1,3,302,0,25,3,4,2,3,1,10,2,2012,1,1,1,1,3,3,3,3,4,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
606,NA,1,NA,NA,NA,2,-1---2,1,3,302,1,41,4,4,2,4,2,5,4,2013,1,1,1,1,2,2,3,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,NA,NA,NA,NA
607,NA,1,NA,NA,NA,2,-1---2,2,3,302,0,31,2,2,2,2,1,1,2,2012,1,1,2,1,2,2,3,3,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
608,NA,1,NA,NA,3,2,-1--32,1,3,302,0,25,5,3,2,2,1,11,6,2013,1,2,5,2,2,2,3,3,2,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
609,NA,1,NA,NA,NA,2,-1---2,1,3,302,1,37,3,4,3,4,2,5,6,2012,1,3,1,1,1,1,1,3,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
610,NA,1,NA,NA,NA,2,-1---2,0,3,302,0,43,3,5,2,4,2,5,3,2013,1,3,2,1,2,2,2,4,2,4,2,3,1,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,NA,1,NA,NA,NA,2,-1---2,2,3,302,1,32,8,3,1,3,1,1,4,2013,1,1,5,2,2,2,3,3,3,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
612,NA,1,NA,NA,NA,2,-1---2,2,3,302,1,52,2,4,2,7,2,7,5,2013,1,11,2,1,1,1,3,3,3,1,2,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
613,NA,1,NA,NA,NA,2,-1---2,1,5,501,0,23,3,6,2,2,1,1,4,2014,1,1,5,2,2,2,2,3,4,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
614,NA,1,NA,NA,NA,2,-1---2,3,5,501,0,24,2,6,2,7,2,1,2,2012,1,1,1,1,1,1,1,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
